tconst,primaryTitle,_c0,originalTitle,startYear,endYear,runtimeMinutes,numVotes,label,primaryTitleFormatted,oscar_noms,oscar_wins,razzie_noms,razzie_wins,budget,genres,genres_meta,language,popularity,revenue,movie_id,Rank,Worldwide,Domestic,Foreign,hasRemake,title_language,isEN
tt0948547,Wingéd Créátúrés,5506,"",2008,"",100,7129.0,false,winged creatures,"","","","","","","","","","","","","","","",0,en,true
tt0113987,Nixon,3064,"",1995,"",192,30228.0,true,nixon,4,"","","",44000000,History Drama,"['Biography', 'Drama']","['English', 'Mandarin', 'Russian']",5.092,"",tt0113987,101,1.3681765E7,1.3681765E7,"",0,ca,false
tt2043979,Rose,7241,Róza,2011,"",90,3539.0,true,rose,"","","","","","","","","","","","","","","",0,hu,false
tt0386751,The River King,4621,The River King,2005,"",99,3620.0,false,the river king,"","","","","","","","","","","","","","","",0,en,true
tt3236976,Submerged,8019,"",2016,"",99,1461.0,false,submerged,"","","","","","","['Drama', 'Thriller']",['English'],"","",tt3236976,"","","","",0,af,false
tt2095649,Grace of Monaco,7299,Grace of Monaco,2014,"",103,19575.0,false,grace of monaco,"","","","","","","['Biography', 'Drama', 'Romance']","['English', 'French']","","",tt2095649,188,2.7515247E7,"",2.7515247E7,0,en,true
tt5791536,My Happy Family,9079,Chemi bednieri ojakhi,2017,"",120,3667.0,true,my happy family,"","","","","","",['Drama'],['Georgian'],"","",tt5791536,"","","","",0,pl,false
tt7465992,Máhánáti,9534,"",2018,"",177,11589.0,true,mahanati,"","","","","","","","","","","","","","","",0,tl,false
tt1155060,Down the Shore,5970,"",2011,"",93,1321.0,false,down the shore,"","","","","","","['Drama', 'Thriller', 'Romance']",['English'],"","",tt1155060,"","","","",0,en,true
tt0180274,Unhinged,3648,Unhinged,1982,"",79,1774.0,false,unhinged,"","","","","","","","","","","","","","","",0,en,true
tt13363828,Wé Nééd tớ Dớ Sớméthing,6328,"",2021,"",97,1287.0,false,we need to do something,"","","","","","","['Mystery', 'Horror']",['English'],"","",tt13363828,"","","","",0,en,true
tt0067128,Get Carter,1351,"","",1971,112,32287.0,true,get carter,"","","","","","","['Action', 'Thriller', 'Crime']",['English'],"","",tt0067128,"","","","",0,nl,false
tt12829958,The Old Ways,6224,The Old Ways,2020,"",90,4902.0,false,the old ways,"","","","","","","['Fantasy', 'Horror']",['English'],"","",tt12829958,"","","","",0,en,true
tt0053976,The Virgin Spring,847,"",1960,"",89,28302.0,true,the virgin spring,2,1,"","","","","","","","","","","","","",0,en,true
tt5246700,How It Ends,8867,How It Ends,2018,"",113,47992.0,false,how it ends,"","","","","","","['Action', 'Adventure', 'Sci-Fi', 'Drama', 'Mystery', 'Thriller']",['English'],"","",tt5246700,"","","","",0,en,true
tt0036230,Old Acquaintance,347,"","",1943,110,3399.0,true,old acquaintance,"","","","","","","","","","","","","","","",0,it,false
tt0207341,Biwi Nớ. 1,3755,"","",1999,159,5678.0,false,biwi no. 1,"","","","","","","","","","","","","","","",0,tl,false
tt0372279,Festival Express,4511,"",2003,"",90,2274.0,true,festival express,"","","","","","","['History', 'Music', 'Documentary']",['English'],"","",tt0372279,"","","","",0,ca,false
tt5932368,Vanquish,9132,Vanquish,2021,"",94,3612.0,false,vanquish,"","","","","","","['Action', 'Thriller', 'Crime']",['English'],"","",tt5932368,"","","","",0,fr,false
tt0084518,Flights in Dreams and in Reality,1952,"",1983,"",92,1118.0,true,flights in dreams and in reality,"","","","","","","","","","","","","","","",0,en,true
tt8042292,Kannum Kannum Kollaiyadithaal,9670,Kannum Kannum Kollaiyadithaal,2020,"",160,6319.0,true,kannum kannum kollaiyadithaal,"","","","","","","","","","","","","","","",0,id,false
tt10543680,Ginny Weds Sunny,5710,"",2020,"",125,4450.0,false,ginny weds sunny,"","","","","","","","","","","","","","","",0,cy,false
tt0347304,Kal Ho Naa Ho,4392,"",2003,"",186,"",true,kal ho naa ho,"","","","",0,Comedy Drama,"['Drama', 'Romance']","['Urdu', 'Hindi', 'Gujarati', 'Punjabi']",5.584308,13200241,tt0347304,170,1.3200241E7,1991922.0,1.1208319E7,0,so,false
tt0098649,Wickéd Stépmớthér,2551,Wicked Stepmother,1989,"",90,2122.0,false,wicked stepmother,"","","","","","","","","","","","","","","",0,en,true
tt1549589,Éllés,6650,"",2011,"",99,6890.0,false,elles,"","","","",4000000,Drama Romance,['Drama'],"['English', 'French', 'Polish']",9.921433,"",tt1549589,"","","","",0,ca,false
tt0305396,Thé Crớcớdilé Húntér: Cớllisiớn Cớúrsé,4206,The Crocodile Hunter: Collision Course,2002,"",90,7908.0,false,the crocodile hunter: collision course,"","","","",0,Family Action Adventure,"['Action', 'Adventure', 'Comedy']",['English'],3.148745,33082548,tt0305396,106,3.3082548E7,2.8442574E7,4639974.0,0,en,true
tt3727690,Zero Tolerance,8273,"",2015,"",89,"",false,zero tolerance,"","","","","","","","","","","","","","","",0,cs,false
tt0031580,The Little Princess,237,The Little Princess,1939,"",93,5980.0,true,the little princess,"","","","","","","","","","","","","","","",0,en,true
tt1663673,16-Love,6828,"",2012,"",88,1619.0,false,16-love,"","","","","","","","","","","","","","","",0,sl,false
tt0107625,Mother's Day,2840,"",1994,"",95,2056.0,true,mother's day,"","","","","","","","","","","","","","","",0,en,true
tt0035009,The Mad Monster,321,"",1942,"",77,1720.0,false,the mad monster,"","","","","","","","","","","","","","","",0,en,true
tt0434541,Macbeth,4878,Macbeth,2006,"",109,2194.0,false,macbeth,"","","","","","","['Drama', 'Thriller']",['English'],"","",tt0434541,"","","","",1,cy,false
tt0129387,There's Something About Mary,3413,"",1998,"",119,302761.0,true,there's something about mary,"","","","",23000000,Romance Comedy,"['Comedy', 'Romance']",['English'],11.688958,"",tt0129387,4,3.69884651E8,1.76484651E8,1.934E8,0,en,true
tt2053463,Side Effects,7247,Side Effects,2013,"",106,185523.0,true,side effects,"","","","",30000000,Thriller Crime Drama,"['Drama', 'Thriller', 'Crime']",['English'],11.645847,"",tt2053463,104,6.3414135E7,3.2172757E7,3.1241378E7,1,en,true
tt8186932,M.O.M. Mothers of Monsters,9707,M.O.M.: Mothers of Monsters,2020,"",98,"",false,m.o.m. mothers of monsters,"","","","","","","","","","","","","","","",0,en,true
tt0252985,Ask Me If I'm Happy,3938,Chiedimi se sono felice,2000,"",100,5911.0,true,ask me if i'm happy,"","","","","","","","","","","","","","","",0,it,false
tt1262877,Coco,6185,Coco,2009,"",95,1518.0,false,coco,2,2,"","","","","","","","","",167,2.5593707E7,"",2.5593707E7,1,pt,false
tt0032138,The Wizard of Oz,249,The Wizard of Oz,1939,"",102,382348.0,true,the wizard of oz,6,2,"","",2777000,Adventure Family Fantasy,"['Adventure', 'Fantasy', 'Comedy', 'Family', 'Musical']",['English'],22.064932,"",tt0032138,"","","","",1,en,true
tt0075002,The Olsen Gang Sees Red,1628,Olsen-banden ser rødt,1976,"",100,2156.0,true,the olsen gang sees red,"","","","","","","","","","","","","","","",0,no,false
tt0016544,The Wizard of Oz,41,"",1925,"",95,1497.0,false,the wizard of oz,6,2,"","","","","","","","","","","","","",1,en,true
tt3743362,Éárthrisé,8286,Earthrise,2014,"",90,2467.0,false,earthrise,"","","","","","","","","","","","","","","",0,en,true
tt0780622,Teeth,5259,"",2007,"",94,"",false,teeth,"","","","","","","['Thriller', 'Horror', 'Comedy']",['English'],"","",tt0780622,"","","","",0,nl,false
tt1054115,Manhunt,5709,"",2008,"",78,4198.0,false,manhunt,"","","","","","","","","","","","","","","",1,id,false
tt0206013,My Neighbors the Yamadas,3750,Hôhokekyo tonari no Yamada-kun,1999,"",104,13467.0,true,my neighbors the yamadas,"","","","","","","['Comedy', 'Animation', 'Family']",['Japanese'],"","",tt0206013,"","","","",0,so,false
tt0089686,A Nightmare on Elm Street 2: Freddy's Revenge,2173,"",1985,"",87,66717.0,false,a nightmare on elm street 2: freddy's revenge,"","","","",3000000,Horror,"['Thriller', 'Horror']",['English'],8.668146,"",tt0089686,30,2.9999213E7,2.9999213E7,"",0,en,true
tt0044008,A Christmas Carol,550,"",1951,"",86,21457.0,true,a christmas carol,1,1,"","","","","","","","","","","","","",0,en,true
tt0804492,The Hottie & the Nottie,5299,The Hottie & the Nottie,2008,"",91,38016.0,false,the hottie & the nottie,"","",1,"","","","['Comedy', 'Romance']",['English'],"","",tt0804492,"","","","",0,en,true
tt0063198,Death by Hanging,1207,Kôshikei,1968,"",117,2655.0,true,death by hanging,"","","","","","","","","","","","","","","",0,sw,false
tt0110632,Natural Born Killers,2954,"",1994,"",118,226663.0,true,natural born killers,"","","","",34000000,Crime Thriller Drama,"['Action', 'Drama', 'Thriller', 'Romance', 'Crime']","['English', 'Japanese', 'Navajo']",11.226856,"",tt0110632,26,5.0282766E7,5.0282766E7,"",0,sv,false
tt0107819,Philadelphia Experiment II,2844,Philadelphia Experiment II,1993,"",97,"",false,philadelphia experiment ii,"","","","",5000000,Science Fiction,"","",1.155075,2970,tt0107819,"","","","",0,ca,false
tt1682181,Bully,6857,"",2011,"",99,10226.0,true,bully,"","","","","","",['Documentary'],['English'],"","",tt1682181,"","","","",0,tr,false
tt0462519,Schớớl fớr Scớúndréls,5016,School for Scoundrels,"",2006,100,"",false,school for scoundrels,"","","","",20000000,Comedy Drama Romance,"['Comedy', 'Romance']",['English'],10.725567,"",tt0462519,161,2.3947685E7,1.7807569E7,6140116.0,0,en,true
tt4537986,Manhunt,8615,"",2017,"",106,3106.0,false,manhunt,"","","","","","","['Action', 'Thriller']","['English', 'Japanese', 'cmn']","","",tt4537986,"","","","",1,id,false
tt0176426,All the Rage,3633,All the Rage,1999,"",99,1857.0,false,all the rage,"","","","","","",['Drama'],['English'],"","",tt0176426,"","","","",0,en,true
tt0167350,Progeny,3591,Progeny,1998,"",98,1570.0,false,progeny,"","","","","","","","","","","","","","","",0,da,false
tt0070509,The Paper Chase,1483,"",1973,"",113,7653.0,true,the paper chase,3,1,"","","","","['Drama', 'Comedy']","['English', 'Latin']","","",tt0070509,"","","","",0,en,true
tt0046008,Thé Living Désért,596,The Living Desert,1953,"",69,1459.0,true,the living desert,1,1,"","","","","['Family', 'Documentary']",['English'],"","",tt0046008,"","","","",0,en,true
tt2380307,Coco,7586,Coco,2017,"",105,445022.0,true,coco,2,2,"","","","","['Adventure', 'Mystery', 'Fantasy', 'Horror', 'Comedy', 'Music', 'Animation', 'Family', 'Musical']","['English', 'Spanish']","","",tt2380307,11,8.07816196E8,2.10460015E8,5.97356181E8,1,pt,false
tt0110201,Háil thé Júdgé,2934,Gau ban ji ma goon: Bak min Bau Ching Tin,1994,"",106,3709.0,true,hail the judge,"","","","","","","","","","","","","","","",0,id,false
tt0058404,The Night of the Iguana,1026,"",1964,"",125,11471.0,true,the night of the iguana,4,1,"","",3000000,Drama Romance,"","",2.560454,"",tt0058404,"","","","",0,en,true
tt2549540,Pokémon the Movie: Kyurem vs. the Sword of Justice,7707,Gekijoban Pocket Monster Best Wishes! Kyurem vs Seikenshi Keldeo,2012,"",72,1415.0,false,pokemon the movie: kyurem vs. the sword of justice,"","","","",0,Animation,"","",2.162495,44057737,tt2549540,"","","","",0,de,false
tt7097358,The Final Scream,9443,The Final Scream,2019,"",91,1085.0,false,the final scream,"","","","","","","","","","","","","","","",0,en,true
tt1230544,Konchem Ishtam Konchem Kashtam,6126,"",2009,"",165,"",true,konchem ishtam konchem kashtam,"","","","","","","","","","","","","","","",0,sq,false
tt0438427,Side Effects,4895,Side Effects,2005,"",90,1111.0,false,side effects,"","","","","","","['Drama', 'Comedy', 'Romance']",['English'],"","",tt0438427,"","","","",1,en,true
tt5813366,Bleeding Steel,9090,Ji qi zhi xue,2017,"",109,9675.0,false,bleeding steel,"","","","","","","['Action', 'Sci-Fi', 'Thriller']","['English', 'cmn']","","",tt5813366,116,4.8825526E7,"",4.8825526E7,0,so,false
tt0073781,Queen of the Gypsies,1578,"",1976,"",101,1579.0,true,queen of the gypsies,"","","","","","","","","","","","","","","",0,en,true
tt4901304,Behemoth,8737,"",2015,"",95,1020.0,true,behemoth,"","","","","","",['Documentary'],"['Mandarin', 'Chinese']","","",tt4901304,"","","","",0,en,true
tt0067372,Macbeth,1359,"",1971,"",140,13354.0,true,macbeth,"","","","","","","","","","","","","","","",1,cy,false
tt3963816,Marauders,8374,Marauders,"",2016,107,21672.0,false,marauders,"","","","","","","['Action', 'Thriller', 'Crime']",['English'],"","",tt3963816,"","","","",0,de,false
tt0499549,Avatar,5211,"",2009,"",162,1167269.0,true,avatar,9,3,"","",237000000,Action Adventure Fantasy Science Fiction,"['Action', 'Adventure', 'Sci-Fi', 'Fantasy']","['English', 'Spanish']",185.07089,"",tt0499549,1,2.743577587E9,7.49766139E8,1.993811448E9,0,sv,false
tt0024966,Chápáyév,134,Chapaev,1934,"",93,1249.0,true,chapayev,"","","","","","","","","","","","","","","",0,en,true
tt0047528,Lá Strádá,626,"",1954,"",108,61397.0,true,la strada,2,1,"","","","","","","","","","","","","",0,es,false
tt1891884,Once Upon a Time in Mumbaai Dobara,7117,Once Upon a Time in Mumbai Dobaara!,2013,"",160,7068.0,false,once upon a time in mumbaai dobara,"","","","","","","","","","","","","","","",0,id,false
tt0995827,The Train: Some Lines Should Never Be Crossed...,5571,The Train: Some Lines Should Never Be Crossed...,2007,"",134,1137.0,false,the train: some lines should never be crossed...,"","","","","","","","","","","","","","","",0,en,true
tt1296373,The FP,6261,"",2011,"",82,1713.0,false,the fp,"","","","","","",['Comedy'],['English'],"","",tt1296373,"","","","",0,en,true
tt2078644,Indian Rupee,7278,"",2011,"",155,1766.0,true,indian rupee,"","","","","","","","","","","","","","","",0,id,false
tt0080100,The Visitor,1789,"",1979,"",108,3581.0,false,the visitor,1,"","","","","","['Sci-Fi', 'Horror']",['English'],"","",tt0080100,"","","","",1,en,true
tt0028096,The Petrified Forest,172,"",1936,"",82,13452.0,true,the petrified forest,"","","","","","","","","","","","","","","",0,en,true
tt0112757,The Cure,3015,"",1995,"",97,9701.0,true,the cure,"","","","","","","","","","","",177,2568425.0,2568425.0,"",0,en,true
tt0082945,Princé ớf thé City,1889,Prince of the City,1981,"",167,8019.0,true,prince of the city,1,"","","","","","['Drama', 'Crime']","['English', 'Spanish', 'Italian']","","",tt0082945,70,8124257.0,8124257.0,"",0,en,true
tt4686108,Love Beats Rhymes,8662,Love Beats Rhymes,2017,"",106,1035.0,false,love beats rhymes,"","","","","","","['Drama', 'Musical']",['English'],"","",tt4686108,"","","","",0,en,true
tt1119646,The Hangover,5859,"",2009,"",100,"",true,the hangover,"","","","",35000000,Comedy,"['Comedy', 'Crime']",['English'],23.947351,459270619,tt1119646,10,4.68812793E8,2.77322503E8,1.9149029E8,0,en,true
tt1058601,Buddenbrooks,5721,Buddenbrooks,2008,"",151,1496.0,false,buddenbrooks,"","","","","","","","","","","","","","","",0,af,false
tt0185183,Battlefield Earth,3673,"",2000,"",118,79165.0,false,battlefield earth,"","",1,1,44000000,Action Science Fiction War,"['Action', 'Sci-Fi']",['English'],5.276926,"",tt0185183,102,2.9725663E7,2.1471685E7,8253978.0,0,en,true
tt0770810,How She Move,5244,"",2007,"",94,6700.0,false,how she move,"","","","","","",['Drama'],['English'],"","",tt0770810,"","","","",0,en,true
tt6340296,Mớm ớr Dád?,9261,Mamma o papà?,2017,"",98,"",false,mom or dad?,"","","","","","","","","","","","","","","",0,it,false
tt6146586,John Wick: Chapter 3 - Parabellum,9204,John Wick: Chapter 3 - Parabellum,2019,"",130,312587.0,true,john wick: chapter 3 - parabellum,"","","","","","","['Action', 'Drama', 'Thriller', 'Crime']","['English', 'Arabic', 'Russian', 'Italian', 'Japanese']","","",tt6146586,28,3.26709727E8,1.71015687E8,1.5569404E8,0,de,false
tt2053423,Revenge for Jolly!,7246,Revenge for Jolly!,"",2012,81,1487.0,false,revenge for jolly!,"","","","","","","","","","","","","","","",0,en,true
tt0101327,American Shaolin,2628,"",1991,"",106,1409.0,false,american shaolin,"","","","","","","","","","","","","","","",0,en,true
tt1839591,Recoil,7061,Recoil,2011,"",94,"",false,recoil,"","","","","","","","","","","","","","","",0,ro,false
tt0063493,Reconstruction,1221,"",1968,"",100,1549.0,true,reconstruction,"","","","","","","","","","","","","","","",0,en,true
tt7838536,Awoken,9614,Awoken,"",2019,88,8437.0,false,awoken,"","","","","","","","","","","","","","","",0,af,false
tt1646973,The Silent House,6793,La casa muda,2010,"",86,7724.0,false,the silent house,"","","","","","","","","","","","","","","",0,es,false
tt0095489,Thé Lánd Béfớré Timé,2429,The Land Before Time,1988,"",69,84873.0,true,the land before time,"","","","",12300000,Animation Adventure Family,"['Adventure', 'Drama', 'Animation', 'Family']",['English'],13.631352,"",tt0095489,20,4.8092846E7,4.8092846E7,"",0,en,true
tt0384832,Battlefield Baseball,4605,Jigoku Kôshien,2003,"",87,"",false,battlefield baseball,"","","","","","","","","","","","","","","",0,sw,false
tt4479380,SAS: Red Notice,8595,SAS: Red Notice,2021,"",124,16001.0,false,sas: red notice,"","","","","","","","","","","","","","","",0,en,true
tt0253867,The Sweetest Thing,3947,The Sweetest Thing,2002,"",84,57718.0,false,the sweetest thing,"","","","",43000000,Romance Comedy,"['Comedy', 'Romance']",['English'],8.889064,68696770,tt0253867,66,6.869677E7,2.4718164E7,4.3978606E7,0,en,true
tt0094627,Edge of the Axe,2384,Al filo del hacha,1988,"",91,1908.0,false,edge of the axe,"","","","","","","","","","","","","","","",0,es,false
tt1467304,Thé Húmán Céntipédé (First Séqúéncé),6530,The Human Centipede (First Sequence),2009,"",92,76691.0,false,the human centipede (first sequence),"","","","","","","['Drama', 'Horror']","['English', 'German', 'Japanese']","","",tt1467304,"","","","",0,en,true
tt0077413,Death on the Nile,1704,Death on the Nile,1978,"",140,"",true,death on the nile,1,1,"","",7920000,Mystery,"['Drama', 'Mystery', 'Crime']","['English', 'German', 'French', 'Arabic']",11.162277,14560084,tt0077413,29,1.4560084E7,1.4560084E7,"",0,en,true
tt5105734,The Kingmaker,8816,The Kingmaker,2019,"",101,2042.0,true,the kingmaker,"","","","","","",['Documentary'],['English'],"","",tt5105734,"","","","",0,en,true
tt0252489,The Chaos Class Is on Vacation,3933,"",1977,"",97,17419.0,true,the chaos class is on vacation,"","","","","","","","","","","","","","","",0,en,true
tt2334649,Fruitvale Station,7533,"",2013,"",85,"",true,fruitvale station,"","","","",0,Drama,"['Biography', 'Drama']",['English'],13.305596,"",tt2334649,"","","","",0,it,false
tt0419491,Believe in Me,4778,Believe in Me,2006,"",131,1003.0,true,believe in me,"","","","","","","","","","","","","","","",0,nl,false
tt1617145,Dark Souls,6757,Mørke sjeler,2010,"",95,1491.0,false,dark souls,"","","","","","","","","","","","","","","",0,no,false
tt5165344,Rústớm,8842,Rustom,2016,"",148,25503.0,true,rustom,"","","","","","","","","","","","","","","",0,lt,false
tt0353969,Memories of Murder,4417,"",2003,"",131,163620.0,true,memories of murder,"","","","","","","['Drama', 'Mystery', 'Thriller', 'Crime']","['English', 'Korean']","","",tt0353969,"","","","",0,en,true
tt0060560,Thé Pớrnớgráphérs,1102,Erogotoshi-tachi yori: Jinruigaku nyûmon,1966,"",128,2271.0,true,the pornographers,"","","","","","","","","","","","","","","",0,sw,false
tt0983990,1971,5548,1971,2007,"",136,2144.0,true,1971,"","","","","","","","","","","","","","","",0,unknown,false
tt1422675,Ju-on: White Ghost,6468,Ju-on: Shiroi rôjo,2009,"",61,2167.0,false,ju-on: white ghost,"","","","","","","","","","","","","","","",0,fi,false
tt6544498,Oasis,9316,Oasis,2017,"",71,1270.0,true,oasis,"","","","","","","","","","","","","","","",0,fi,false
tt0097257,Earth Girls Are Easy,2486,"",1988,"",100,22758.0,false,earth girls are easy,"","","","",10000000,Music Comedy Drama Romance Science Fiction,"['Sci-Fi', 'Comedy', 'Romance', 'Musical']",['English'],11.509677,3916303,tt0097257,"","","","",0,en,true
tt0113063,The Final Cut,3024,"","",1995,96,"",false,the final cut,"","","","",0,Action Drama Thriller,"","",1.797462,551281,tt0113063,"","","","",0,en,true
tt0339147,Highwaymen,4362,"",2004,"",80,8788.0,false,highwaymen,"","","","",0,Action Crime Thriller,"['Action', 'Thriller', 'Horror', 'Crime']",['English'],3.916636,"",tt0339147,"","","","",0,cy,false
tt0362511,Dorm Daze,4456,Dorm Daze,2003,"",96,7820.0,false,dorm daze,"","","","","","","","","","","","","","","",0,de,false
tt3646944,Attack on Titan: Crimson Bow and Arrow,8229,"",2014,"",119,1949.0,true,attack on titan: crimson bow and arrow,"","","","","","","","","","","","","","","",0,en,true
tt0084652,The Seduction,1960,The Seduction,"",1982,104,1163.0,false,the seduction,"","","","","","",['Thriller'],['English'],"","",tt0084652,64,1.1378339E7,1.1378339E7,"",0,en,true
tt0857191,The Visitor,5402,The Visitor,2007,"",104,42648.0,true,the visitor,1,"","","",0,Crime Drama Music,"['Drama', 'Romance', 'Crime', 'Music']","['English', 'French', 'Arabic', 'Russian']",9.04083,9234510,tt0857191,"","","","",1,en,true
tt2328922,It Felt Like Love,7530,It Felt Like Love,2013,"",82,2620.0,false,it felt like love,"","","","","","",['Drama'],['English'],"","",tt2328922,"","","","",0,nl,false
tt0095467,A Short Film About Love,2427,Krótki film o milosci,1988,"",87,21976.0,true,a short film about love,"","","","","","","","","","","","","","","",0,pl,false
tt6485666,Mersal,9295,Mersal,2017,"",172,31675.0,true,mersal,"","","","","","","","","","","","","","","",0,id,false
tt2556308,Holiday: A Soldier is Never Off Duty,7710,Holiday,2014,"",160,27439.0,true,holiday: a soldier is never off duty,"","","","","","","","","","","","","","","",0,so,false
tt1341340,A Warrior's Heart,6341,"",2011,"",86,2411.0,false,a warrior's heart,"","","","","","","['Action', 'Drama', 'Sport', 'Family']",['English'],"","",tt1341340,"","","","",0,en,true
tt0117002,Mary Reilly,3175,Mary Reilly,1996,"",108,14721.0,false,mary reilly,"","","","",47000000,Drama Horror Thriller Romance,"['Drama', 'Thriller', 'Horror']",['English'],12.866139,"",tt0117002,145,5707094.0,5707094.0,"",0,en,true
tt1255919,Holmes & Watson,6174,Holmes & Watson,2018,"",90,34708.0,false,holmes & watson,"","",1,1,"","","['Adventure', 'Mystery', 'Comedy', 'Crime']",['English'],"","",tt1255919,142,4.046697E7,3.0573626E7,9893344.0,0,et,false
tt0199290,3 Strikes,3722,3 Strikes,2000,"",82,3448.0,false,3 strikes,"","","","",6000000,Action Comedy Romance,['Comedy'],['English'],0.651625,9000000,tt0199290,152,9832166.0,9832166.0,"",0,no,false
tt0087803,1984,2106,Nineteen Eighty-Four,1984,"",113,"",true,1984,"","","","","","","['Sci-Fi', 'Drama']",['English'],"","",tt0087803,87,8430492.0,8430492.0,"",0,en,true
tt0107107,Hexed,2818,"",1993,"",90,1667.0,false,hexed,"","","","","","","","","","","",161,2786807.0,2786807.0,"",0,so,false
tt1260365,Ớn thé Insidé,6179,"",2011,"",95,2056.0,false,on the inside,"","","","","","","","","","","","","","","",0,en,true
tt1477715,This Is It,6539,"",2009,"",111,39859.0,true,this is it,"","","","","","","['Music', 'Documentary']",['English'],"","",tt1477715,26,2.61183588E8,7.2091016E7,1.89092572E8,0,en,true
tt0301555,God Grew Tired of Us,4186,God Grew Tired of Us: The Story of Lost Boys of Sudan,"",2006,89,2817.0,true,god grew tired of us,"","","","","","",['Documentary'],['English'],"","",tt0301555,"","","","",0,en,true
tt0118818,Career Girls,3241,Career Girls,1997,"",83,"",true,career girls,"","","","","","",['Drama'],['English'],"","",tt0118818,167,2416734.0,2416734.0,"",0,nl,false
tt0079596,My Brilliant Career,1773,"",1979,"",100,4201.0,true,my brilliant career,1,"","","","","","['Biography', 'Drama', 'Romance']",['English'],"","",tt0079596,"","","","",0,en,true
tt0409072,Windstruck,4730,"",2004,"",123,"",true,windstruck,"","","","",0,Comedy Drama,"","",1.896423,"",tt0409072,155,1.9225992E7,"",1.9225992E7,0,de,false
tt0039737,Pursued,446,Pursued,1947,"",101,3148.0,true,pursued,"","","","","","","","","","","","","","","",0,es,false
tt0050414,From Hell It Came,716,From Hell It Came,1957,"",71,1780.0,false,from hell it came,"","","","","","","","","","","","","","","",0,en,true
tt0415481,Alyosha Popovich and Tugarin Zmey,4757,Alyosha Popovich i Tugarin Zmey,2004,"",79,2640.0,true,alyosha popovich and tugarin zmey,"","","","",4000000,Animation Comedy Drama,"","",1.760091,1730000,tt0415481,"","","","",0,en,true
tt1869345,Contratiempo,7098,Contratiempo,"",2011,83,1686.0,true,contratiempo,"","","","","","","","","","","","","","","",0,it,false
tt0089569,Maxie,2167,"",1985,"",98,1080.0,false,maxie,"","","","","","","","","","","",134,2564278.0,2564278.0,"",0,so,false
tt0948542,Timboektoe,5505,"",2007,"",110,1393.0,false,timboektoe,"","","","","","","","","","","","","","","",0,af,false
tt0094828,Camille Claudel,2396,Camille Claudel,1988,"",175,6630.0,true,camille claudel,2,"","","","","","","","","","","","","","",0,fr,false
tt10516086,Vernost,5700,"",2019,"",82,1743.0,false,vernost,"","","","","","","","","","","","","","","",0,sk,false
tt7010412,The Great Buddha+,9423,The Great Buddha+,2017,"",102,3720.0,true,the great buddha+,"","","","","","",['Drama'],['nan'],"","",tt7010412,"","","","",0,en,true
tt1839522,Circles,7060,Krugovi,2013,"",112,4949.0,true,circles,"","","","","","","","","","","","","","","",0,hr,false
tt0110857,Pớlicé Ácádémy: Missiớn tớ Mớscớw,2963,"",1994,"",83,33263.0,false,police academy: mission to moscow,"","","","",0,Comedy Crime,"['Comedy', 'Crime']",['English'],6.168241,"",tt0110857,"","","","",0,en,true
tt0046672,"20,000 Leagues Under the Sea",607,"20,000 Leagues Under the Sea",1954,"",127,32615.0,true,"20,000 leagues under the sea",3,2,"","",5000000,Adventure Drama Science Fiction,"['Adventure', 'Sci-Fi', 'Drama', 'Fantasy', 'Family']",['English'],8.722406,"",tt0046672,"","","","",0,en,true
tt3491962,Outlaws and Angels,8138,"",2016,"",120,3289.0,false,outlaws and angels,"","","","","","","['Drama', 'Thriller', 'Western']",['English'],"","",tt3491962,"","","","",0,en,true
tt0105488,Strictly Ballroom,2769,"",1992,"",94,26468.0,true,strictly ballroom,"","","","",3000000,Comedy Drama Romance,"['Drama', 'Comedy', 'Romance']","['English', 'Spanish']",3.233531,"",tt0105488,"","","","",0,en,true
tt0055884,Dámn thé Défiánt!,928,H.M.S. Defiant,"",1962,101,"",true,damn the defiant!,"","","","","","","","","","","","","","","",0,de,false
tt1554091,A Better Life,6653,"",2011,"",98,15759.0,true,a better life,1,"","","",10000000,Drama,['Drama'],[],3.033797,1759252,tt1554091,"","","","",0,no,false
tt0068415,Seven Deaths in the Cat's Eyes,1405,"",1973,"",95,1413.0,false,seven deaths in the cat's eyes,"","","","","","","","","","","","","","","",0,en,true
tt0928375,Legend of the Bog,5489,"",2009,"",90,"",false,legend of the bog,"","","","","","","","","","","","","","","",0,en,true
tt5129818,Under the Sun,8829,"",2015,"",106,4556.0,true,under the sun,1,"","","","","",['Documentary'],['Korean'],"","",tt5129818,"","","","",0,en,true
tt0363409,Aan: Men at Work,4461,"",2004,"",149,3019.0,false,aan: men at work,"","","","","","","","","","","","","","","",0,af,false
tt0187231,Barking at the Stars,3682,Lajanje na zvezde,1998,"",95,7218.0,true,barking at the stars,"","","","","","","","","","","","","","","",0,sl,false
tt1857913,The Sorcerer and the White Snake,7083,Bai she chuan shuo,"",2011,100,8413.0,false,the sorcerer and the white snake,"","","","","","","['Action', 'Fantasy']",['Mandarin'],"","",tt1857913,166,2.9649716E7,"",2.9649716E7,0,sq,false
tt6143782,Hex,9202,"",2018,"",85,1972.0,false,hex,"","","","","","","","","","","","","","","",0,so,false
tt1705952,Tárzán,6884,"",2013,"",94,12425.0,false,tarzan,1,1,"","","","","","","","","",136,4.4095996E7,"",4.4095996E7,0,pl,false
