_c0,tconst,numVotes,popularity,runtimeMinutes,budget,revenue
8153,tt3509426,2228,7,72,13779610,29332683
8892,tt5286444,-26810,1,122,10721568,2978994
427,tt0039302,19034,5,106,14959768,35162464
1628,tt0075002,2156,5,100,13642287,28871427
2999,tt0112453,42057,12,78,0,11348324
3691,tt0188863,5199,6,94,13925796,30157310
5059,tt0473360,30615,7,115,15962916,39811184
6616,tt1529252,3406,6,110,13842258,29675103
7785,tt2723176,1062,7,82,13679498,28868075
542,tt0043879,6857,5,82,13994084,30573659
974,tt0057083,3178,5,97,13710339,29213692
1790,tt0080117,10769,3,112,0,-8621720
3692,tt0189153,2408,5,92,13703947,29103858
4407,tt0350258,143893,10,152,40000000,125315403
5429,tt0881320,55055,7,108,30000000,83435777
8038,tt3274484,24962,8,110,15601504,37954831
9207,tt6155194,2582,7,108,13829012,29536438
9843,tt8941422,3588,8,106,13921811,29958483
31,tt0015400,6001,3,155,1135654,1213880
2783,tt0105888,5587,5,95,13938326,30243363
6992,tt1790867,1973,7,98,13735925,29159199
7331,tt2125666,12984,3,103,0,-8235604
7711,tt2557478,112671,10,111,22550279,70992173
8433,tt4084744,24213,8,110,15553593,37708737
2566,tt0099399,7301,7,111,0,6698361
3147,tt0116480,1558,5,159,13625392,28746774
3397,tt0126859,3248,5,106,13764774,29401312
6721,tt1594917,4404,7,91,13923709,30058797
8898,tt5294966,10616,7,118,14461438,32548476
3549,tt0161942,1008,5,98,13589772,28565889
7052,tt1832516,1014,7,92,13660900,28801195
2106,tt0087803,36217,6,113,16321067,41650831
5106,tt0479879,1387,6,90,13651302,28812530
6522,tt14598754,6380,7,145,14076782,30791456
7920,tt3038708,25183,8,93,15615556,38027116
7998,tt3185772,2631,7,141,13808527,29474514
2503,tt0097570,2889,5,120,13718206,29206330
9574,tt7634968,27048,8,117,15781321,38796029
1082,tt0059878,2316,5,81,13643992,28895493
1680,tt0076709,3131,5,96,13720842,29242918
2818,tt0107107,1667,5,90,13627414,28766008
4551,tt0377643,1417,6,158,13642500,28786954
8039,tt3275216,2920,7,84,13832322,29586312
9829,tt8829830,8646,8,102,14323610,31866792
578,tt0045465,2842,4,83,13675641,29060513
4294,tt0325710,419497,19,154,140000000,451436852
5185,tt0494724,30373,7,98,15947372,39731450
8188,tt3560686,13444,7,116,14671927,33568725
9003,tt5615904,1310,7,113,13723782,29042727
1502,tt0071198,2475,5,93,13665103,28983456
1621,tt0074860,61375,6,125,6500000,17523856
3673,tt0185183,79165,5,118,44000000,126885542
3729,tt0200309,2366,6,72,13701353,29090459
4783,tt0420206,13777,6,98,14629722,33467894
6011,tt1172963,6493,6,106,14075454,30800102
8542,tt4338154,1868,7,148,13758845,29222697
9138,tt5949038,22869,8,80,15467620,37267329
230,tt0031381,303845,14,238,4000000,47108378
3004,tt0112553,12268,6,141,14473889,32779955
1081,tt0059856,1913,5,105,13611938,28743314
6818,tt1658820,1594,7,83,13702286,29004557
8549,tt4365506,1206,7,135,13706360,28973274
2761,tt0105287,2344,1,99,0,396003
2851,tt0107953,14898,9,97,2000000,-2298926
5078,tt0475998,2807,6,85,13763619,29346672
6282,tt1309000,9470,7,90,14317573,31941853
7462,tt2265179,1637,7,92,13718694,29063635
7696,tt2531318,12382,7,106,14577580,33135118
2501,tt0097534,2565,5,96,13692407,29083889
4333,tt0332280,546078,15,123,29000000,154917128
5297,tt0804443,3654,6,93,13835368,29680961
8999,tt5606664,173198,12,152,27387807,93924980
9856,tt8992946,2804,8,119,13859751,29663416
5805,tt1094627,2149,6,81,13725974,29146661
5994,tt11649338,2975,6,84,13795448,29471025
6179,tt1260365,2056,6,95,13726126,29136442
8976,tt5556054,1336,7,110,13725304,29050744
2652,tt0101921,71692,6,130,11000000,31893146
3745,tt0204626,26761,6,97,15640939,38299905
8070,tt3343136,1904,7,89,13752181,29204866
9363,tt6742252,54826,9,85,17985252,49267334
2812,tt0106881,34880,6,122,16235572,41211628
7581,tt2375605,-27068,6,117,1000000,-11452835
9430,tt7046974,1952,7,133,13783431,29313476
3681,tt0187227,1217,5,169,13609056,28653585
6539,tt1477715,39859,7,111,16738508,43429883
6601,tt1520498,15292,7,88,14786822,34160702
7204,tt1992258,5435,7,90,14015409,30480100
7398,tt2194826,2537,7,95,13788948,29399101
548,tt0043959,2645,4,89,13659376,28984158
2307,tt0092963,1739,5,122,13622835,28759201
6070,tt11953628,28696,7,111,15840227,39181016
7216,tt2007387,6354,7,133,14088711,30827807
8878,tt5266668,23367,8,103,15499509,37430983
9655,tt7998848,1445,7,108,13747663,29137059
1919,tt0083743,1016,5,112,13557534,28460475
7254,tt2061822,2330,7,108,13769590,29311389
1847,tt0082222,3330,5,156,13740036,29329165
7134,tt1921149,21336,7,114,15278037,36477596
1612,tt0074633,1220,5,83,13567556,28517046
3281,tt0119385,5767,5,140,13962684,30344452
3565,tt0164221,33445,6,92,16143776,40740315
5244,tt0770810,6700,6,94,14076439,30827208
7461,tt2265171,119500,8,150,4500000,2627209
8178,tt3546370,1381,7,102,13712785,29014639
3730,tt0200469,10349,2,91,0,10
3957,tt0255373,1214,6,147,13614381,28670807
133,tt0024902,1546,4,54,13563638,28541698
8241,tt3679000,6120,7,154,14090785,30807676
9632,tt7901798,5578,8,103,14075748,30695609
9830,tt8844062,21557,8,83,15383730,36836414
201,tt0029608,5254,4,106,13859779,29945897
2155,tt0089271,1359,5,88,13589558,28605640
2826,tt0107282,15795,3,139,11000000,23432585
6138,tt1235841,14738,7,95,14733444,33920785
7811,tt2800038,3387,1,99,5000000,846704
1781,tt0079855,1540,5,88,13596403,28649081
1867,tt0082528,36666,6,90,16349703,41798066
4608,tt0385351,1703,6,188,13666388,28898712
4644,tt0390109,1208,0,80,0,-10042990
9261,tt6340296,22639,8,98,15452977,37192002
1750,tt0078875,23497,5,142,15341238,36935138
1957,tt0084628,10484,3,104,0,-8663335
2740,tt0104761,1354,5,74,13600958,28642666
3513,tt0150915,10154,6,121,14316102,32015840
6029,tt11792734,7296,6,112,14139652,31104409
6100,tt12154638,1802,6,97,13704341,29035310
9269,tt6354568,22624,8,97,15451991,37186946
2346,tt0093713,35770,6,157,16292633,41504495
3492,tt0144120,56463,13,89,25000000,50671850
5993,tt1163752,2254,6,110,13738116,29198812
6652,tt15528002,1219,6,97,13669129,28851967
9711,tt8200742,3628,8,114,13922329,29964803
603,tt0046375,39063,5,83,16502912,42585062
2951,tt0110521,1029,5,128,13579383,28534043
5439,tt0889134,3394,6,96,13817564,29592267
6088,tt1206326,28662,7,113,15838074,39169947
6190,tt12642180,1458,6,104,13678811,28911450
832,tt0053636,1086,5,122,13541176,28414587
5605,tt1016241,1051,6,85,13634656,28718895
5640,tt10289996,1289,6,118,13654285,28811072
6289,tt1313139,12849,13,90,0,-8265589
649,tt0048424,86393,7,92,20318895,60603208
731,tt0050976,177539,9,96,27566129,95013515
778,tt0052561,64067,6,161,18546716,52184425
5701,tt1052040,29392,7,87,15884615,39409172
8682,tt4736550,23741,8,114,15523452,37553894
950,tt0056264,15843,5,178,19000000,46174562
4712,tt0405977,2152,6,74,13704167,29075077
4734,tt0410097,39929,7,116,8000000,18571693
4763,tt0415978,36074,7,91,16401800,41883002
6843,tt1670345,627200,17,115,75000000,117698894
1879,tt0082755,5813,5,111,13938061,30268536
2567,tt0099441,1851,5,96,13636979,28818766
5253,tt0780486,2340,6,88,13730025,29182037
5833,tt1105721,1981,6,117,13713187,29085121
6265,tt12987894,24258,7,83,15492790,37522741
121,tt0024127,1733,4,95,13578266,28611500
212,tt0030241,15746,5,95,14694053,33907037
1392,tt0068205,7639,5,97,14073393,30925392
2921,tt0109959,3535,5,94,13777987,29477975
4447,tt0361818,5229,6,178,13943437,30218956
7085,tt1859438,5099,7,118,13986302,30345363
1034,tt0058564,38252,6,118,16451172,42319076
4248,tt0313573,3636,6,107,13812782,29604385
5252,tt0780485,2536,6,82,13745585,29255953
5793,tt10915286,13237,6,86,14607164,33331248
1668,tt0076245,9341,5,117,14214261,31586214
2442,tt0095889,18156,7,98,10500000,22364473
5763,tt1078940,105658,15,113,70000000,204859218
7921,tt3039472,2048,7,85,13760623,29249308
43,tt0016641,7539,2,143,3900000,1964846
304,tt0034224,1688,4,65,13578376,28606679
808,tt0053133,4461,5,96,13808982,29686942
2192,tt0090073,2031,5,109,13643726,28861768
7325,tt2120152,6851,7,93,14130414,31022648
8482,tt4191054,10797,10,99,0,-8556138
9597,tt7737640,4467,8,96,13986724,30273910
923,tt0055805,4325,5,205,13800501,29643292
2124,tt0088241,2565,5,120,13684806,29058816
2440,tt0095800,17446,4,96,0,-7604939
6136,tt12358104,1106,6,70,13649736,28774977
6342,tt13423846,9412,7,100,14314173,31923954
7431,tt2229848,26116,7,121,15675299,38333805
8306,tt3800028,1151,7,83,13697081,28936330
9204,tt6146586,312587,16,130,38472559,146553731
619,tt0047296,149783,18,108,910000,9600000
1296,tt0065955,6589,5,115,13987990,30522669
4942,tt0449662,1124,6,92,13627088,28702346
6429,tt1397492,1831,6,144,13713287,29068159
6875,tt1699135,2932,7,90,13809800,29513406
7210,tt1999192,6024,7,89,14062352,30702829
2163,tt0089421,13252,6,100,12500000,27307487
5552,tt0984202,2016,0,167,500000,500000
58,tt0018528,7850,4,63,14063258,30916281
964,tt0056860,2069,5,101,13621979,28794414
1548,tt0072934,3125,5,85,13717702,29231869
1552,tt0072979,8991,5,89,14184096,31446373
4143,tt0291032,32352,6,110,16073945,40381512
5021,tt0464061,4329,6,93,13883460,29917392
424,tt0039208,39404,5,88,16524700,42696945
2425,tt0095452,2962,5,105,13722434,29228691
3030,tt0113277,616475,17,170,60000000,253726233
3581,tt0166195,-24707,0,84,0,-13976079
4130,tt0288243,1885,6,80,13671204,28935576
6147,tt12399056,1067,6,84,13646859,28760992
6229,tt1285016,662599,16,120,40000000,203858386
8523,tt4306300,2003,7,156,13769195,29272394
9215,tt6186910,5190,7,170,14036501,30521431
671,tt0049012,5758,5,116,13909325,30167412
2606,tt0100405,307984,13,119,14000000,76196663
4309,tt0327597,188975,16,100,60000000,189019372
7551,tt2358456,25881,7,86,15660206,38256504
7767,tt2675978,7119,7,152,14160639,31153234
8321,tt3823116,2047,7,85,13768611,29275541
8941,tt5466186,23248,8,107,15491929,37392023
9641,tt7950334,1535,7,106,13754535,29170099
1748,tt0078846,3035,5,93,13714582,29211204
4577,tt0381361,31525,7,91,16021011,40109742
5958,tt1151911,1288,6,87,13660616,28831840
6720,tt1592527,2312,6,100,13757388,29269067
8182,tt3551400,2115,7,89,13771214,29291964
8954,tt5493944,8786,7,85,14317089,31861421
8964,tt5523010,31771,8,99,16144467,40538231
5,tt0011439,2439,4,79,13632047,28870272
145,tt0025898,1766,4,84,13581372,28625550
1936,tt0084133,36536,6,93,16341380,41755295
1975,tt0084865,20746,5,134,0,-7109617
5535,tt0976238,37456,9,88,35000000,94992414
7630,tt2414196,1625,7,99,13721129,29070284
7704,tt2544074,4368,7,100,13940674,30110607
9846,tt8956872,3077,8,105,13881250,29765795
1702,tt0077372,3059,5,105,0,15500000
5856,tt11188624,2343,6,92,13742426,29223287
9544,tt7527538,1022,7,89,13711796,28969999
4695,tt0402294,1798,6,95,13675685,28940329
5462,tt0907119,1063,0,118,2500000,-2947464
7465,tt2265539,26052,7,126,15671252,38312984
8692,tt4768656,2623,7,83,13821882,29517645
9844,tt8946378,555940,22,130,57830623,238454684
8335,tt3854234,1967,7,90,13762534,29246277
9922,tt9288776,3595,8,99,13923960,29966378
207,tt0029947,59515,6,102,18173336,50428176
2131,tt0088380,2641,5,92,13690986,29087961
6610,tt1526284,4746,7,102,13948659,30180511
8958,tt5504168,5160,7,110,14028927,30492990
4553,tt0377744,3125,6,100,13778311,29431786
5212,tt0499570,4757,10,96,0,-9500501
7376,tt2181298,2714,7,82,13802574,29464445
1151,tt0061709,4590,5,111,13826156,29758459
1448,tt0069530,1405,5,97,13578956,28575972
5068,tt0475169,17270,2,93,0,-7607496
5262,tt0783233,266052,8,123,30000000,115376831
5319,tt0811066,9958,1,122,11000000,22571753
8399,tt4024210,1178,7,102,13701105,28952715
9995,tt9850344,1325,8,98,13744980,29114378
2105,tt0087800,224613,13,91,1800000,28873941
2147,tt0089002,1194,5,82,13576279,28542823
2722,tt0104187,39238,8,88,0,-4303288
4238,tt0311110,4920,6,109,13914651,30088391
6432,tt1398426,191030,21,147,28000000,98342088
2277,tt0092288,2396,5,89,13674454,29005192
3992,tt0263269,1142,6,80,13609357,28645936
4953,tt0451094,76244,7,115,0,23803308
6256,tt1293751,1541,6,89,13686738,28947166
7486,tt2292959,11234,4,99,250000,56825
8358,tt3909336,8304,7,113,14266755,31639840
553,tt0044320,2135,4,70,13618933,28791975
3654,tt0181151,9390,6,105,14258211,31736828
5014,tt0462477,5245,6,90,13956135,30262687
5038,tt0468565,28336,6,95,3000000,2599472
6159,tt1244093,1765,6,98,13702590,29025269
6549,tt1484114,1444,6,85,13684937,28930042
8422,tt4073304,1047,7,72,13691153,28904787
8696,tt4779326,23710,8,91,15521401,37543504
561,tt0044741,74694,7,143,0,55240
7012,tt1807022,2255,7,140,13758750,29266990
3566,tt0164756,7742,6,98,14125429,31108901
4594,tt0382898,1088,6,110,13617209,28665611
6278,tt1307873,7061,6,101,14125992,31032266
7906,tt3013018,1703,7,92,13732896,29118086
60,tt0018684,1093,4,100,13526159,28365863
6392,tt1370212,3290,6,121,13828520,29616418
6607,tt1523485,1237,6,88,13669651,28855765
6963,tt1767319,4893,7,96,13967463,30259481
7313,tt2111478,3788,7,106,13886682,29865664
3783,tt0214841,2227,6,159,13691401,29041612
8303,tt3796936,1957,7,102,13761095,29240377
493,tt0041699,16502,5,122,14759821,34211107
1812,tt0080853,2034,5,99,13636299,28837617
4465,tt0364751,45934,6,95,19000000,50762219
4515,tt0372909,2617,6,120,13737163,29237510
5034,tt0467110,21244,6,100,15228368,36303158
7565,tt2366806,1812,7,90,13734683,29136544
433,tt0039536,8064,5,99,14087837,31022019
1314,tt0066491,11421,5,99,14372467,32347794
5229,tt0762114,38958,7,91,35000000,69307224
8968,tt5534434,5589,7,83,14063229,30655581
3032,tt0113429,1853,5,105,13646518,28850459
3676,tt0185584,3571,6,94,13796076,29541792
5265,tt0783695,1188,6,140,13638695,28748008
7885,tt2960930,15475,7,101,14827267,34315204
1713,tt0077655,36962,6,106,16368628,41895172
7775,tt2712154,1512,7,101,13715071,29037277
13,tt0013933,1252,4,87,13537850,28422750
49,tt0017463,1165,4,92,13531660,28392307
100,tt0022787,1409,4,115,13552088,28487810
3106,tt0115633,34317,6,98,16199543,41026719
5446,tt0892767,22292,7,90,20000000,50036069
6160,tt1244666,2990,6,113,13799992,29487740
7399,tt2201221,3628,7,90,13875696,29810985
9582,tt7675404,1457,7,93,13747143,29136727
4062,tt0275692,1212,6,99,13616335,28677022
8057,tt3315342,860779,54,137,97000000,616801808
8604,tt4513074,1745,7,83,13750311,29180372
9497,tt7318202,13317,8,117,14688233,33607871
3803,tt0220757,3225,6,138,13771137,29419651
3823,tt0230600,353823,15,101,41642051,161761080
3953,tt0254686,60724,6,131,3000000,7492709
4869,tt0432291,36406,9,100,18000000,46201432
6545,tt14810692,27797,7,121,15782765,38885805
7162,tt1937339,5597,2,124,3550000,740706
3610,tt0171356,7351,6,101,10000000,1631839
6065,tt1194437,1582,6,87,13686145,28949935
8131,tt3482062,2453,7,93,13797054,29416157
5125,tt0484111,8422,8,93,15000000,33713408
8494,tt4229236,29152,8,145,15926797,39518386
9229,tt6233882,22700,8,99,15456874,37212011
7006,tt1801071,7017,7,141,14137181,31064102
2616,tt0100681,35251,6,118,16259284,41333451
4705,tt0404163,4502,6,113,13890841,29961678
5684,tt1046163,43712,14,101,20000000,53281002
9142,tt5959952,1610,7,101,13750432,29165211
389,tt0037885,1544,4,101,13568647,28557990
486,tt0041460,1895,4,96,13598505,28696933
4903,tt0439884,30911,7,113,15981808,39908231
6431,tt1397514,99353,9,94,79000000,229506753
6824,tt1663202,616539,23,156,135000000,532950503
8497,tt4241904,24088,8,93,15545569,37667630
5356,tt0827503,31821,7,122,16075675,40317084
5622,tt10230404,4984,6,144,13947656,30204634
6292,tt1314177,28273,7,102,15813161,39042052
6714,tt1589427,1040,6,94,13656150,28788524
6725,tt1600196,148772,11,106,12600000,19054534
2060,tt0086567,95954,8,114,12000000,38404706
3171,tt0116897,34192,6,90,16191536,40985642
3624,tt0174685,3792,6,94,13812596,29621753
5189,tt0494864,7824,6,101,14164682,31247827
5934,tt1139797,211867,7,114,4000000,10785801
6734,tt1602613,110556,6,90,4800000,20181390
9639,tt7942746,2090,7,87,13798612,29379456
2976,tt0111175,1342,5,86,13604765,28653841
6038,tt1183946,3036,6,95,13801186,29496982
9923,tt9302994,1934,8,140,13791944,29339481
9992,tt9840958,3769,8,92,13939203,30036713
186,tt0028708,39852,5,71,16553307,42843993
1205,tt0063135,37924,6,96,16430092,42210943
3284,tt0119448,33984,6,122,16178321,40917560
3389,tt0125301,1026,5,80,13587974,28562034
4081,tt0280424,1849,6,87,13667355,28918730
7414,tt2213054,35709,8,130,16426257,41921601
8012,tt3213684,5386,7,100,14027812,30515361
9698,tt8130968,26062,8,118,15705441,38432094
984,tt0057360,1397,5,110,13568963,28542088
3145,tt0116407,3528,5,158,13781955,29490256
5336,tt0817225,7923,6,142,14175521,31294990
7700,tt2536436,2574,7,75,13797979,29433152
8521,tt4302740,1010,7,105,13690211,28897417
9105,tt5851014,22935,8,94,15471837,37288904
4696,tt0402406,1069,6,98,13617755,28665221
4848,tt0427910,1276,6,93,13637275,28753468
4863,tt0430589,1232,6,152,13634086,28737876
9668,tt8041922,2066,7,71,13797288,29372320
589,tt0045826,8491,5,65,14124923,31193565
3224,tt0118138,3158,5,85,13754128,29355824
5460,tt0903624,787353,23,169,250000000,1021103568
7442,tt2240784,1491,7,94,13706685,29007194
1118,tt0061132,4609,5,89,13826999,29763428
4348,tt0337674,1011,6,90,13606124,28620174
5668,tt10350626,33982,7,112,16253753,41153549
6464,tt1422032,13292,7,103,14625072,33396654
9621,tt7871636,21958,8,106,15409434,36968293
1279,tt0065417,37787,6,115,16421408,42166217
1599,tt0074475,37178,6,104,16382425,41966052
5206,tt0499101,3153,6,163,13793713,29485818
9450,tt7149336,1052,7,88,13712285,28975069
1641,tt0075656,1031,5,80,13553116,28447632
1901,tt0083203,36606,6,112,16345917,41778478
7423,tt2221648,1777,7,90,13729036,29113885
8495,tt4229938,2007,7,102,13768942,29272024
8743,tt4909506,2936,7,144,13847799,29639206
8857,tt5214394,1660,7,132,13748662,29165134
9333,tt6613470,1207,7,150,13722254,29025813
9678,tt8074486,1470,7,85,13750112,29148018
10,tt0012532,40201,5,150,16575869,42959373
170,tt0028021,2253,4,71,13620588,28811037
1517,tt0071622,2407,5,105,13660002,28958790
4361,tt0339079,1362,6,80,13634288,28753527
5301,tt0805188,1982,6,48,13702530,29050083
5543,tt0979434,10905,6,99,14416743,32434361
4272,tt0317842,2417,6,87,13716360,29145839
7479,tt2282829,1037,7,97,13671341,28838286
3320,tt0120177,66753,11,96,40000000,87840042
5982,tt1160317,28862,7,107,15850839,39235552
6559,tt1488163,4746,7,78,13947628,30177110
8589,tt4465564,97584,29,118,55000000,161002946
3333,tt0120522,4449,5,122,13858957,29850401
4496,tt0368913,8995,6,83,14243790,31643736
9865,tt9021140,1373,8,132,13746178,29123860
960,tt0056636,38390,6,105,16459948,42364237
1933,tt0084028,2816,5,96,13700904,29140847
1976,tt0084887,1298,0,91,1000000,-7209829
2360,tt0093990,2061,5,85,13649497,28884260
3111,tt0115676,4961,2,90,15000000,2042530
3826,tt0233234,32960,6,142,16112887,40581331
4002,tt0265029,57151,7,102,18061952,49788307
4509,tt0371280,4698,6,97,13902467,30022618
4746,tt0412535,6798,6,98,14074185,30831071
4747,tt0412922,23381,9,84,0,1117920
5727,tt10633456,66123,8,115,18809967,53289728
6025,tt11778272,1192,6,124,13654340,28800072
8838,tt5161376,2044,7,84,13778800,29308803
2164,tt0089501,1310,5,92,13585844,28587744
3185,tt0117260,1721,0,99,4800000,3672456
4083,tt0280460,16372,6,98,14821891,34400859
4918,tt0443708,30887,7,139,15980388,39900771
5226,tt0762073,45226,7,134,17138674,45368420
6852,tt1680019,3470,7,94,13852104,29714956
7239,tt2043887,26476,7,101,15698280,38451975
9182,tt6086080,1368,7,87,13732000,29076520
850,tt0054042,3212,5,91,13710540,29218275
1930,tt0083972,58166,7,95,4000000,36690067
1993,tt0085384,5903,8,109,11000000,4491986
2420,tt0095302,5055,1,108,0,1192322
3206,tt0117723,37349,6,81,16471751,42260690
4172,tt0298814,97020,11,135,60000000,175097026
6006,tt1170404,2175,6,163,13732103,29169874
6357,tt1346516,1070,6,63,13651331,28776088
7304,tt2104994,1823,7,70,13730291,29123326
306,tt0034398,25976,5,70,15509173,37774797
769,tt0052216,10091,5,106,14255749,31809505
6640,tt15412176,1235,6,84,13670158,28857204
8631,tt4594836,4285,7,97,13952773,30140946
9970,tt9660688,1430,8,110,13752824,29152353
505,tt0042209,2325,4,93,13633071,28860508
652,tt0048488,2581,4,100,13656387,28966922
1174,tt0062228,3450,5,81,13735994,29329664
4291,tt0323872,8247,6,95,14180195,31347754
5005,tt0461703,13290,6,110,14595487,33298839
6199,tt1268970,1006,6,83,13643059,28741425
8383,tt3982254,2109,7,106,13774792,29303076
9748,tt8368294,21717,8,105,15394014,36889097
4055,tt0273799,7956,2,86,12000000,17292381
7844,tt2885364,11191,7,80,14485885,32695389
8118,tt3461828,1363,7,96,13710144,29003851
9405,tt6884200,3470,7,92,13903595,29884798
9477,tt7256866,10992,8,94,14503003,32728915
114,tt0023937,1306,4,100,13544181,28449857
194,tt0029192,8144,4,91,14089375,31036314
692,tt0049615,1700,4,81,13587157,28637026
4631,tt0388183,3772,6,95,13831316,29681196
5176,tt0493404,3297,6,88,13804548,29538153
5905,tt1133935,1796,6,108,13699932,29020076
9718,tt8244298,3590,8,135,13919452,29950931
1872,tt0082694,174374,11,96,2000000,24600832
6563,tt1490759,1270,6,93,13671388,28865296
9953,tt9543062,2206,8,89,13814167,29444132
567,tt0044982,2833,4,116,13674707,29056395
2212,tt0090753,1186,5,83,13576954,28544128
3078,tt0114478,35503,5,112,7000000,8349430
3525,tt0155796,1532,5,129,13630946,28762097
5043,tt0469062,3662,6,80,13830880,29667079
3216,tt0117913,145215,13,149,40000000,125504623
6484,tt1431240,3233,6,114,13825844,29601020
8243,tt3680410,3620,7,123,13892086,29864125
1160,tt0061814,3929,5,107,13773792,29509549
507,tt0042235,1550,4,96,13571503,28568103
3560,tt0163579,9595,3,102,70000000,11263966
3576,tt0165831,3754,5,89,13808606,29604214
1726,tt0078087,20905,5,94,15134700,35955124
4795,tt0421625,6518,6,99,14052915,30728640
8085,tt3390572,52632,8,160,17785074,48354169
753,tt0051845,3504,5,121,13731799,29322053
1809,tt0080707,5399,5,104,13903737,30107604
2061,tt0086610,6760,5,86,14017010,30638099
2541,tt0098347,1003,5,124,13569047,28496952
5045,tt0469494,552247,8,158,25000000,144481606
5761,tt1078188,37258,8,102,0,1200398
6120,tt1229786,1220,6,89,13658478,28816950
7507,tt2310332,499924,31,144,250000000,776481089
8515,tt4290746,1967,7,114,13766167,29258260
8536,tt4329242,1997,7,100,13768974,29270976
8832,tt5154466,2871,7,101,13844422,29620577
633,tt0047878,7256,5,87,14027638,30730324
7174,tt1954258,26605,7,129,15706594,38494502
7396,tt2194599,3961,7,122,13902110,29936493
7603,tt2395469,36421,8,154,16486671,42202940
8278,tt3734354,2594,7,81,13811227,29479155
9661,tt8009938,2225,7,93,13809788,29431879
4401,tt0349703,31873,7,165,16043496,40224759
7617,tt2401878,70001,10,90,8000000,5659286
9343,tt6648932,1419,7,86,13739301,29106481
9422,tt7010156,1477,7,150,13745512,29133651
6237,tt1286159,1816,6,102,13708218,29049710
9906,tt9204164,2423,8,89,13830469,29522916
1106,tt0060666,35858,6,70,16310870,41558174
2686,tt0102943,21022,6,97,15163363,36063155
3535,tt0157075,2359,5,81,13696884,29074914
7993,tt3181822,40884,10,91,4000000,52425855
8784,tt5036442,1228,7,102,13712845,28997201
2556,tt0099142,1503,5,111,13609095,28686680
7000,tt1797346,2007,7,60,13738786,29172553
7897,tt2990126,3996,7,93,13914994,29983025
8048,tt3295734,2690,7,98,13814221,29500097
9991,tt9831136,3568,8,89,13923204,29960774
1596,tt0074441,1803,5,103,13613580,28736053
2595,tt0100112,9501,5,82,14245673,31708268
5218,tt0758742,-1414,9,126,20000000,27793200
5480,tt0920458,18439,7,130,15014385,35274037
5919,tt11376010,28980,7,97,15858327,39274078
6776,tt1629715,12578,7,113,14574606,33147900
6934,tt1735839,1684,7,114,13711783,29046257
7168,tt1946502,6554,7,87,14103637,30900093
41,tt0016544,1497,4,95,13557891,28517095
781,tt0052609,1949,5,72,13608745,28736934
4030,tt0269410,1719,6,92,13655993,28866268
5965,tt11529348,2696,6,100,13772686,29363787
6059,tt1191138,2501,6,145,13759085,29296449
7656,tt2452244,67103,9,89,18926775,53787969
9588,tt7689966,7753,8,117,14247762,31513683
9617,tt7851798,1284,7,73,13734095,29073747
848,tt0053987,6151,5,46,13944129,30327510
3877,tt0243133,107407,8,116,22054494,68750111
9049,tt5716848,2018,7,86,13780989,29313027
9114,tt5881528,4915,7,113,14012597,30410889
574,tt0045201,1030,4,84,13531517,28376272
7634,tt2417154,1125,7,90,13681462,28881812
9245,tt6289394,2042,7,109,13786852,29335133
9870,tt9056824,1106,8,96,13725050,29023396
4653,tt0392591,1227,6,93,13629447,28721999
8560,tt4393514,3140,7,136,13860324,29704032
9266,tt6348454,1146,7,120,13716050,28998321
4154,tt0293007,19219,6,145,15049648,35480254
5207,tt0499262,12536,6,96,14539621,33027660
484,tt0041386,39295,5,114,16517822,42661449
5352,tt0825244,3464,6,109,13821375,29612906
5496,tt0934459,1074,6,86,13634286,28720326
6252,tt1291547,7798,6,94,14184054,31308729
9118,tt5890000,2253,7,117,13801065,29406332
3038,tt0113533,1524,5,100,13620485,28726669
3086,tt0114709,937386,21,81,30000000,373554033
4186,tt0301555,2817,6,89,13746423,29291107
6041,tt1185836,34241,7,99,0,-5029355
7905,tt3010660,7599,7,123,14201577,31343590
1254,tt0064451,5981,5,200,13938819,30290401
5837,tt11073148,2420,6,123,13748167,29251098
7483,tt2290709,1441,7,92,13703537,28991048
8206,tt3585004,1308,7,118,13707549,28988952
1636,tt0075268,4377,2,102,5000000,4629145
4289,tt0323033,22997,5,90,28000000,72884122
4510,tt0372237,41840,6,105,35000000,68915888
6888,tt1707392,9630,7,100,14342515,32042566
7187,tt1971514,1236,7,110,13681272,28893981
8284,tt3741860,24491,8,87,15571312,37799900
874,tt0054393,2496,5,75,13654105,28949598
4704,tt0403933,31289,7,119,16006037,40032648
6095,tt1211837,658339,43,115,165000000,558711154
7156,tt1935194,14120,7,93,14704849,33755232
8474,tt4181052,22189,8,101,15372871,36888719
9716,tt8237272,1491,7,112,13752551,29158482
2343,tt0093593,3003,5,166,13724046,29238733
2580,tt0099739,29150,7,96,10000000,47410000
2688,tt0103010,1531,5,53,13613977,28706012
5348,tt0823668,1551,6,89,13669220,28890534
7005,tt1800372,3368,7,96,13847082,29686633
7038,tt1825683,690330,25,134,68457258,288996160
8634,tt4603150,1038,7,80,13694714,28915496
1777,tt0079764,1227,5,108,13571443,28530673
5088,tt0477253,1628,6,115,13670100,28902311
6345,tt13429362,5909,6,107,14035766,30601880
9173,tt6068960,5526,7,150,14062362,30645461
3585,tt0166476,1148,5,90,13601626,28621127
4892,tt0437954,7847,6,97,38000000,5410749
6210,tt1275861,28426,7,90,15822923,39092270
6305,tt1323044,1663,6,77,13697424,28996473
7649,tt2440354,3043,7,153,13834241,29606818
