,movie,genres,language,overview
275,tt4381236,"['Thriller', 'Horror', 'Comedy']",['English'],"['Ronnie runs a Disco walking tour with his son, Brayden. When a sexy woman takes the tour, it begins a competition between father and son for her love. It also signals the arrival of an oily strangler who stalks the streets at night.']"
276,tt4414438,"['Comedy', 'Romance', 'Music']",['English'],"[""Sonia (Cristin Milioti) is a quirky, neurotic jingle writer who has always dreamt of a big and exciting life. Surprised by a sudden proposal and subsequent ultimatum from her easy-going boyfriend, Chris, Sonia has three days to decide whether she'll join the ranks of her married friends or take a leap and pursue her fantasies. Blinded by anxiety, and pulled towards a fantastical idea of becoming the kind of woman she always idealized in films and literature, Sonia decides she isn't ready to get married. Instead she will go on a solo trip to Rome and finally shed her inhibitions. However, reality quickly catches up to her as her journey proves a lot bumpier than the idyllic “Eat Pray Love” she’d envisioned.""]"
277,tt4567486,"['Action', 'Sci-Fi', 'Horror']",['English'],"['Zack Connors and Rachel Meadows were born with incredible psychokinetic capabilities. When word of their supernatural talents gets out, they find themselves the prisoners of Michael Slovak, a deranged doctor intent on harvesting their powers. After a daring escape, they are free from his sinister institution, but the corrupt doctor will stop at nothing to track them down so that he may continue to siphon their gifts for his own use. [RLJ Entertainment]']"
278,tt4729990,['Comedy'],['English'],"[""Freshman Neil's Vanguard stories are all he cares about...until he meets the older Julia, who pushes him to put his own fan fic online. When the website's moderator takes a special interest in Neil's work, it opens up a whole new universe.""]"
279,tt4769836,"['Action', 'Adventure', 'Mystery', 'Comedy']",['English'],['The life of a bank manager is turned upside down when a friend from his past manipulates him into faking his own death and taking off on an adventure.']
280,tt4882376,"['Biography', 'Drama', 'History']","['English', 'Khmer']","['First They Killed My Father is the adaptation of Cambodian author and human rights activist Loung Ung’s gripping memoir of surviving the deadly Khmer Rouge regime from 1975 to 1978. The story is told through her eyes, from the age of five, when the Khmer Rouge came to power, to nine years old. The film depicts the indomitable spirit & devotion of Loung and her family as they struggle to stay together during the Khmer Rouge years.']"
281,tt4899370,"['Biography', 'Drama', 'War']",['English'],"['Megan Leavey is based on the true life story of a young marine corporal (Kate Mara) whose unique discipline and bond with her military combat dog saved many lives during their deployment in Iraq. When she is assigned to clean up the K9 unit after a disciplinary hearing, Leavey identifies with a particularly aggressive dog, Rex, and is given the chance to train him. Over the course of their service, Megan and Rex completed more than 100 missions until an IED explosion injures them, putting their fate in jeopardy. ']"
282,tt4936176,['Comedy'],['English'],"['Mascots compete for the most prestigious award in their field, the Gold Fluffy.']"
283,tt4972582,"['Thriller', 'Horror']",['English'],"['Though Kevin (James McAvoy) has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher (Betty Buckley), there remains one still submerged who is set to materialize and dominate all the others. Compelled to abduct three teenage girls led by the willful, observant Casey (Anya Taylor-Joy), Kevin reaches a war for survival among all of those contained within him—as well as everyone around him—as the walls between his compartments shatter apart.']"
284,tt5027774,"['Drama', 'Comedy', 'Crime']",['English'],"[""After months have passed without a culprit in her daughter’s murder case, Mildred Hayes (Frances McDormand) makes a bold move, painting three signs leading into her town with a controversial message directed at William Willoughby (Woody Harrelson), the town's revered chief of police. When his second-in-command Officer Dixon (Sam Rockwell), an immature mother’s boy with a penchant for violence, gets involved, the battle between Mildred and Ebbing's law enforcement is only exacerbated.""]"
285,tt5061162,"['Drama', 'Comedy']",['Slovak'],"[""In a middle school classroom in Bratislava in 1983, a new teacher, Maria Drazdechova (Zuzana Mauréry), asks each student to stand up, introduce themselves and tell her what their parents do for a living. It slowly becomes clear that perhaps the pupils' grades are related to how willing their guardians are open to helping her out with her errands, her housecleaning, and other random services. After one of the students attempts suicide, however, the director of the school has no choice but to call for an emergency parents' meeting to remove the teacher, but because Ms. Drazdechova is also a high-ranking official of the Communist Party, parents are hesitant to sign a petition to transfer her out. [Film Movement]""]"
286,tt5160938,"['Biography', 'Drama', 'Mystery', 'Thriller', 'Crime']",['English'],"['Lizzie is a psychological thriller that reveals many layers of the strange and fragile Lizzie Borden, who stood accused of the infamous 1892 axe murder of her family in Fall River, Massachusetts.  An unmarried woman of 32 and a social outcast, Lizzie (Chloë Sevigny) lives a claustrophobic life under her father’s cold and domineering control.  When Bridget Sullivan (Kristen Stewart), a young maid, comes to work for the family, Lizzie finds a sympathetic, kindred spirit, and a secret intimacy soon blossoms into a wicked plan.']"
287,tt5168192,['Drama'],['English'],"['Winner of the Palme d’Or at the 2016 Cannes Film Festival, the latest from legendary director Ken Loach is a gripping, human tale about the impact one man can make. Gruff but goodhearted, Daniel Blake (Dave Johns) is a man out of time: a widowed woodworker who’s never owned a computer, he lives according to his own common sense moral code. But after a heart attack leaves him unable to work and the state welfare system fails him, the stubbornly self-reliant Daniel must stand up and fight for his dignity, leading a one-man crusade for compassion that will transform the lives of a struggling single mother (Hayley Squires) and her two children. [IFC Films]']"
288,tt5179598,"['Biography', 'Drama', 'Thriller']",['English'],"[""A group of wealthy boys in Los Angeles during the early 1980s establish a 'get-rich-quick' scam that turns deadly.""]"
289,tt5249200,"['Sci-Fi', 'Drama']",['English'],"[""Don't Come Back from the Moon is a story of abandonment, when all the men in a remote California desert town walk away from their families, one by one. They leave their angry, frustrated sons and daughters behind — kids who act out, engage in acts of petty burglary and vandalism, and look for love and family connection in the aftermath of their abandonment, all the while trying to understand why their fathers have “gone to the moon,” leaving them to traverse the difficult path to adulthood alone.""]"
290,tt5294522,"['Drama', 'Thriller']",['English'],"['Eugene Evans (Finn Cole) dreams of escaping his small Texas town when he discovers a wounded, fugitive bank robber Allison Wells (Margot Robbie) hiding closer than he could ever imagine. Torn between claiming the bounty for her capture and his growing attraction to the seductive criminal, nothing is as it seems, and Eugene must make a decision that will forever affect the lives of everyone he’s ever loved. ']"
291,tt5644050,['Documentary'],['English'],"['Meet Patriot, Potomac, Primrose, Poppet, and Phil—five spirited puppies who, from the moment they’re born, begin an incredible journey to become guide dogs for the blind. It’s a rigorous two-year process that will take the pups from the care of selfless foster volunteers to specialized trainers to, if they make the cut, a lifelong human companion. At every step of the way, the puppies will be tested, challenged, and evaluated. Only the best of the best will be chosen for the job of guide dog—who has what it takes?']"
292,tt5700176,"['Drama', 'Mystery', 'Thriller']",['English'],"['Following the death of her father, Alice (Ruth Wilson) returns to her home village for the first time in 15 years, to claim the tenancy to the family farm she believes is rightfully hers.']"
293,tt5702446,"['Drama', 'Romance', 'Family']",['English'],"['God Bless the Broken Road tells the story of a young mother who loses her husband in Afghanistan and struggles to raise their young daughter in his absence. The film combines elements of faith, country music, and stock car racing while paying tribute to those who serve in the United States Military.']"
294,tt5719700,"['Drama', 'Comedy', 'Romance']",['English'],"['Recently separated from her husband (Michael Sheen), Alice (Reese Witherspoon) decides to start over by moving back to her hometown of Los Angeles with her two young daughters. During a night out on her 40th birthday, Alice meets three aspiring filmmakers who happen to be in need of a place to live. Alice agrees to let the guys stay in her guest house temporarily, but the arrangement ends up unfolding in unexpected ways. Alice’s unlikely new family and new romance comes to a crashing halt when her ex-husband shows up, suitcase in hand.']"
295,tt5834854,['Horror'],['English'],"['David (Gary Oldman) is a struggling blue-collar captain looking to make a better life for his family. Strangely drawn to an abandoned ship that is up for auction, David impulsively buys the boat, believing it will be his family’s ticket to happiness and prosperity. But soon after they embark on their maiden journey, strange and frightening events begin to terrorize David and his family, causing them to turn on one another and doubt their own sanity. With tensions high, the ship drifts off course, and it becomes horrifyingly clear that they are being lured to an even greater evil out at sea.']"
296,tt5937296,['Drama'],['Bulgarian'],"[""Tsanko Petrov, a railroad worker, finds millions of leva on the train tracks. He decides to turn the money over to the police, for which the state rewards him with a new wristwatch that soon stops working. Meanwhile, Julia Staikova, head of the PR department of the Ministry of Transport, loses Petrov's old watch, a family relic. Here starts his desperate struggle to recover both his old watch and his dignity. [Film Movement]""]"
297,tt5974388,['Drama'],"['Arabic', 'Hebrew']","['Lalia (Mouna Hawa), Salma (Sana Jammelieh), and Nur (Shaden Kanboura) share an apartment in the vibrant heart of Tel Aviv. Lalia, a criminal lawyer with a wicked wit, loves to burn off her workday stress in the underground club scene. Salma, slightly more subdued, is a DJ and bartender. Nur is a younger, religious Muslim girl who moves into the apartment in order to study at the university. Nur is both intrigued and intimidated by her two sophisticated roommates. When her conservative fiance visits, he is horrified by her secular friends, entreating her to hasten their marriage, leave Tel Aviv, and assume her rightful role as a wife. She refuses, and his violent rebuttal leaves all of the women shaken. Salma and Lalia also face turmoil: Lalia has found love with a modern Muslim man whose acceptance proves less than unconditional, and Salma discovers that her Christian family in a northern Galilean village is not as liberal as they claim. These three very different women find themselves doing the same balancing act between tradition and modernity, citizenship and culture, fealty and freedom. [Film Movement]']"
298,tt6016744,"['History', 'Documentary']",['Portuguese'],"[""A cautionary tale for these times of democracy in crisis - the personal and political fuse to explore one of the most dramatic periods in Brazilian history. Combining unprecedented access to leaders past and present, including Presidents Dilma Rousseff and Lula da Silva, with accounts of her own family's complex political and industrial past, filmmaker Petra Costa witnesses their rise and fall and the tragically polarized nation that remains. [Netflix]""]"
299,tt6110504,"['Biography', 'Comedy']",['English'],"[""The stranger-than-fiction true story of George Lazenby, a poor Australian car mechanic who, through an unbelievable set of circumstances, landed the role of James Bond in On Her Majesty's Secret Service (1969), despite having never acted a day in his life. Then after being offered the next seven Bond films and a $1 million signing bonus, he turned it all down.""]"
300,tt6176928,['Documentary'],['English'],"['Told by the activists and leaders who live and breathe this movement for justice, Whose Streets? is an unflinching look at the Ferguson uprising. When unarmed teenager Michael Brown is killed by police and left lying in the street for hours, it marks a breaking point for the residents of St. Louis, Missouri. Grief, long-standing racial tensions and renewed anger bring residents together to hold vigil and protest this latest tragedy. Empowered parents, artists, and teachers from around the country come together as freedom fighters. As the national guard descends on Ferguson with military grade weaponry, these young community members become the torchbearers of a new resistance.']"
301,tt6182078,['Horror'],['English'],"[""It's the 1950's in small town Georgia, a pregnant con woman on the run seeks refuge in a convent hidden in deafening isolation. What first starts out as the perfect place to have a child turns into a dark lair where silence is forced, ghastly secrets are masked, and every bit of will power Agatha has is tested. She soon learns the sick and twisted truth of the convent and the odd people that lurk inside its halls. Agatha must now find a way to discover the unyielding strength needed to escape and save her baby before she's caged behind these walls forever.""]"
302,tt6198246,"['Drama', 'War']",['English'],"['During the final days of World War I, a regiment of daring African-American Buffalo Soldiers is trapped deep behind enemy lines. After one of these soldiers manages to escape, he’s ordered to join a select team of white troops, led by a battle-scarred officer, to find and rescue the survivors. Casting aside their racial differences, the determined men join forces to find their lost comrades in this gripping, action-filled tale of bravery and unity.']"
303,tt6222286,"['Sci-Fi', 'Mystery', 'Thriller', 'Horror']",['English'],"['An emotionally-troubled young man is sent by his mother (Abbie Cornish) to a clinic, where modernist serenity whispers soothing promises of perfection. By planting plug-and-play characteristics directly into his own body, he is relieved of his dark, twisted visions, but his body pays the price for purity of mind. ']"
304,tt6293032,"['Drama', 'Thriller']",['French'],"['In the middle of the night, a 7-year-old boy has gone missing. The crisis has drawn the child’s father Julien (Guillaume Canet) back to a small, snowy town in eastern France in an effort to help. Julien travels abroad for work and has been essentially absent from his son’s life since splitting with his wife (Mélanie Laurent) a few years earlier. Fueled by his sense of guilt about neglecting his family, Julien is determined to do whatever it takes to find his son. That includes using physical force against anyone he speculates could be a suspect in the kidnapping – and disobeying police instructions by stepping outside of the law, as he begins to unfold the mystery of the boy’s disappearance. [Cohen Media Group]']"
305,tt6433456,"['Biography', 'Drama']","['Danish', 'Swedish']","['The teenaged Astrid Lindgren (Alba August) leads a carefree life with her family in rural Sweden. Eager to break free from her strict religious upbringing, she accepts an internship at a local newspaper where she attracts the attention of its married editor, Blomberg (Henrik Rafaelsen). When Astrid becomes pregnant, she is forced to leave her childhood home for Copenhagen to secretly give birth to a son, Lasse, whom she reluctantly leaves with a foster mother, Marie (Trine Dyrholm). Astrid goes into self-imposed exile in Stockholm, refusing Blomberg’s offer of marriage but saving up her paltry salary for visits to see her son. When Marie falls ill, Astrid uses her imagination and flair for storytelling to reconnect with her child. In spite of her struggles, she emerges with a newfound courage that will form the foundation of a vast and beloved body of work.']"
306,tt6473066,"['Drama', 'Music']",['English'],"['Based on an incredible true story, seventeen-year-old Zach Sobiech is a fun-loving high school senior with raw musical talent. But a few weeks into his senior year, just as his dream girl finally reciprocates his crush, Zach’s world gets turned upside down when he finds out his cancer has spread, and he now has only six months to live. With the limited time he has left, he and his best friend and writing partner, Sammy, decide to follow their dreams and finally make an album. Little did they know; the world would soon catch on and they would become a viral phenomenon. With time running out, Zach is confronted with the reality that no matter how he spends his time, he is going to hurt the people he loves the most, including the love of his life Amy. As Zach’s health condition begins to worsen, he is left to make difficult decisions about how to spend his time and more importantly with whom. Ultimately, he discovers the best way to say goodbye is with music, and his hit song Clouds is born. With a raw, unfiltered and beautiful look at the heartbreaking duality of life set to uplifting music, Zach’s inspiring story is a testament to what can happen when you start to live as if each day might be your last.']"
307,tt6475714,"['Action', 'Adventure', 'Fantasy']",['English'],"['Behind our world, there is another: a world of dangerous and powerful monsters that rule their domain with deadly ferocity. When an unexpected sandstorm transports Captain Artemis (Milla Jovovich) and her unit (TI Harris, Meagan Good, Diego Boneta) to a new world, the soldiers are shocked to discover that this hostile and unknown environment is home to enormous and terrifying monsters immune to their firepower. In their desperate battle for survival, the unit encounters the mysterious Hunter (Tony Jaa), whose unique skills allow him to stay one step ahead of the powerful creatures. As Artemis and Hunter slowly build trust, she discovers that he is part of a team led by the Admiral (Ron Perlman). Facing a danger so great it could threaten to destroy their world, the brave warriors combine their unique abilities to band together for the ultimate showdown.']"
308,tt6494418,"['Thriller', 'Romance', 'Crime']","['English', 'Russian']","['When a business deal in Russia goes south, a U.S. diamond merchant (Keanu Reeves) and his lover (Ana Ularu) are caught in a lethal crossfire between the buyer and federal intelligence service.']"
309,tt6495094,"['Drama', 'Family']",['English'],"['From girls playing in the attic to women living with purpose, the March sisters—Meg, Jo, Beth and Amy—are committed to always supporting each other. Yet, growing up sometimes means growing apart. An aspiring writer, Jo leaves for New York determined to publish a novel. In the wake of rejected draft upon draft, her editor challenges Jo to write about something more interesting—her family. When tragedy brings the sisters back home, sticking together takes on new meaning. As Jo comforts her sick sister, Beth asks for one thing: a story. Jo knows the perfect one … by heart.']"
310,tt6571548,"['Drama', 'Crime']","['English', 'Hindi']","['Balram Halwai (Adarsh Gourav) narrates his epic and darkly humorous rise from poor villager to successful entrepreneur in modern India. Cunning and ambitious, our young hero jockeys his way into becoming a driver for Ashok (Rajkummar Rao) and Pinky (Priyanka Chopra Jonas), who have just returned from America. Society has trained Balram to be one thing — a servant — so he makes himself indispensable to his rich masters. But after a night of betrayal, he realizes the corrupt lengths they will go to trap him and save themselves. On the verge of losing everything, Balram rebels against a rigged and unequal system to rise up and become a new kind of master. Based on the New York Times bestseller and 2008 Man Booker Prize-winning novel.']"
311,tt7078658,"['Comedy', 'Crime']",['English'],"['Before you can win the war on terror you need a terrorist—even if you have to invent one yourself. Moses Al Shabaz (Marchánt Davis) is a small-time Miami street preacher whose far-fetched revolutionary ideas find unexpected legitimacy when a Middle Eastern terrorist organization offers to help fund his dream of overthrowing the US government. The problem? His backer is the US government and it’s all part of an elaborate scheme to entrap Moses and make his arrest the latest national security “win.: But when Moses doesn’t take the bait, FBI agent Kendra Glack (Anna Kendrick) must resort to increasingly outlandish—and risky—lengths to get her man. [IFC Films]']"
312,tt7087210,['Drama'],['English'],"['Three desperate souls must fight their way out of a dead-end world in this bracing, gut-punching glimpse into America’s dark underbelly. Earl (Jamie Bell) is a struggling ex-marine and father determined to make a better life for his family—no matter what it takes. Angus (Frank Grillo) is a violent, unhinged drug dealer who leaves a trail of death and destruction in his wake. And Delia (Margaret Qualley) is a haunted woman who will do anything to escape a life of crime she can no longer bear. In their kill-or-be-killed world, all roads lead to the Donnybrook: an illicit backwoods cage match where bare-knuckled fighters brawl for a shot at a $100,000 prize. It’s either a last-ditch chance at redemption—or a death sentence. [IFC Films]']"
313,tt7214842,['Documentary'],"['English', 'Yiddish']","['One of Us offers a look into the secretive world of Hasidic Judaism and those who wish to escape that community for a life among the non-religious, whatever the costs. ']"
314,tt7248248,"['Action', 'Thriller', 'Crime']","['English', 'French']","[""Red, a safe cracker who has just been released from prison, is trying to hold his family together as his past catches up with him in the form of Luc, a psychopathic contract killer who's seeking revenge for the death of his brother.""]"
315,tt7295450,"['Action', 'Mystery', 'Thriller', 'Fantasy']",['English'],"['Joe (Nicolas Cage) is a struggling truck driver haunted by the memory of his deceased wife and daughter. Joe’s life takes a dramatic turn when he meets Julia (Franka Potente), a woman with mysterious spiritual powers, whose daughter Billie lies in a coma. Julia enlists Joe’s help to stop Billie from crossing over to the spirit world, but when Billie awakes, her body is possessed—by the vengeful spirit of Joe’s dead wife.']"
316,tt7323600,"['Drama', 'Horror']",['German'],"['In a remote Alpine village in the 15th century, the orphan Albrun grows up to become a marked woman. The scapegoat of ancient superstitions and monstrous misogyny, this self-styled witch begins to assert her otherworldly birthright. The plague she conjures makes human cruelty look pathetic and small by comparison. [Doppelgänger Releasing]']"
317,tt7339792,"['Biography', 'Drama']","['English', 'Italian']","['Based on Laura Hillenbrand’s bestselling book, Unbroken: Path to Redemption begins where the hit movie Unbroken concludes, sharing the next amazing chapter of the unbelievable true story of Olympian and World War II hero Louis Zamperini. Haunted by nightmares of his torment, Louie sees himself as anything but a hero. Then, he meets Cynthia, a young woman who captures his eye—and his heart. Louie’s wrathful quest for revenge drives him deeper into despair, putting the couple on the brink of divorce. Until Cynthia experiences Billy Graham’s 1949 Los Angeles Crusade where she finds faith in God and a renewed commitment to her marriage and her husband. Now, her most fervent prayer is for God to help Louie find the peace and forgiveness he so desperately needs.']"
318,tt7339826,"['Drama', 'Fantasy', 'Animation']",['Japanese'],"['The people of Iorph live far away from the lands of men, weaving the happenings of each day into a fabric called Hibiol. They live for centuries while maintaining their youthful appearance. Maquia, an orphaned Iorph girl, lives her life in an oasis surrounded by friends, yet somehow feels “alone”. But the tranquil lives of the Iorph are shattered in an instant when the Mezarte army invades their territory on a dragon fleet, seeking the blood that grants the Iorph long life. Maquia manages to escape, but loses her friends and her home in the chaos. She then encounters an orphaned baby who is “alone”. Maquia raises this boy ""Ariel"", with the help of some new friends. But as the era changes, the bond between Maquia and Ariel changes too, amidst a backdrop of racial tensions between the Iorph and the Mezarte. This is a story of irreplaceable time, woven by two lonely people who can only find solace in each other. [Eleven Arts]']"
319,tt7349662,"['Biography', 'Drama', 'Comedy', 'Crime']",['English'],"['It’s the early 1970s, and Ron Stallworth (John David Washington) is the first African-American detective to serve in the Colorado Springs Police Department. Determined to make a name for himself, Stallworth bravely sets out on a dangerous mission: infiltrate and expose the Ku Klux Klan. The young detective soon recruits a more seasoned colleague, Flip Zimmerman (Adam Driver), into the undercover investigation of a lifetime. Together, they team up to take down the extremist hate group as the organization aims to sanitize its violent rhetoric to appeal to the mainstream.']"
320,tt7545266,['Comedy'],['English'],"['Best friends Mia and Mel (Tiffany Haddish and Rose Byrne) are living their best lives running their own cosmetics company they’ve built from the ground up. Unfortunately, they’re in over their heads financially, and the prospect of a big buyout offer from a notorious titan of the cosmetics industry Claire Luna (Salma Hayek) proves too tempting to pass up, putting Mel and Mia’s lifelong friendship in jeopardy. The beauty business is about to get ugly. ']"
321,tt7558302,"['Drama', 'Crime']",['English'],"['Ivan (Theo James) is a gifted and discerning art thief who wants out. Elyse (Emily Ratajkowski) is an aspiring actress whose own past transgressions in Hollywood haunt her, as well as a mountain of debt.  These two outsiders are drawn to each other.']"
322,tt7638556,"['Drama', 'Comedy', 'Musical']",['English'],"['7,000 passengers are stranded after the 9/11 terrorist attacks in a small town in Newfoundland, where they were housed and welcomed. Filmed live on stage at the Gerald Schoenfeld Theater in New York City.']"
323,tt7681868,"['Adventure', 'History', 'Comedy', 'Documentary']",['English'],"['Ten years after the passing of his wife and creative partner, Jeanne-Claude, Christo sets out to realize The Floating Piers, a project they conceived together many years before. Boasting uncensored access to the artist and his team, Walking on Water is an unprecedented look at Christo’s process, from the inception through to the completion of his latest large-scale art installation, a dahlia-yellow walkway atop Italy’s Lake Iseo that was eventually experienced by over 1.2 million people. The film takes the viewer on an intimate journey into Christo’s world amid mounting madness – from complex dealings between art and state politics to engineering challenges, logistical nightmares, and the sheer force of mother nature. Captured through breathtaking aerial views and fly on the wall camerawork, we watch the artist’s vision unfold, and get to know the man chasing it. [Kino Lorber]']"
324,tt7689924,['Documentary'],['English'],"['To some, Gloria Allred is a money-grubbing, shrill feminist prone to tawdry theatrics; to others she’s the most effective and fearless women’s rights attorney in America. In this intimate, warts-and-all documentary, one thing is certain: Allred’s 40-year devotion to asserting, protecting, and expanding the rights of women is unwavering and her influence unassailable.']"
325,tt7958736,"['Drama', 'Thriller', 'Horror']",['English'],"['Sue Ann (Octavia Spencer) is a loner who keeps to herself in her quiet Ohio town. One day, she is asked by Maggie, a new teenager in town (Diana Silvers), to buy some booze for her and her friends, and Sue Ann sees the chance to make some unsuspecting, if younger, friends of her own. She offers the kids the chance to avoid drinking and driving by hanging out in the basement of her home. But there are some house rules: One of the kids has to stay sober. Don’t curse. Never go upstairs. And call her “Ma.” But as Ma’s hospitality starts to curdle into obsession, what began as a teenage dream turns into a terrorizing nightmare, and Ma’s place goes from the best place in town to the worst place on earth.']"
326,tt8075192,"['Drama', 'Crime']",['Japanese'],"['After one of their shoplifting sessions, Osamu and his son come across a little girl in the freezing cold. At first reluctant to shelter the girl, Osamu’s wife agrees to take care of her after learning of the hardships she faces.Although the family is poor, barely making enough money to survive through petty crime, they seem to live happily together until an unforeseen incident reveals hidden secrets, testing the bonds that unite them.']"
327,tt8305806,['Horror'],['English'],"['Following his parents’ separation, a rebellious teenage boy, Ben, is sent to live with his father for the summer and work at the local marina in order to gain some form of discipline. The idyllic tourist town offers little solace for him, however, as he is forced to deal with the local, privileged teens and his father’s new girlfriend. Ben’s problems grow increasingly disturbing when he makes a chilling discovery about the family renting the house next door. A malevolent spirit from the woods has taken a hold of the parents and starts playing a sinister game of house, preying upon the children and wiping away any trace of their existence. Ben’s suspicions of the supernatural horrors go unheeded and he launches a perilous crusade in order to put an end to the skin-walking witch’s reign of terror. [IFC Midnight]']"
328,tt8350360,"['Mystery', 'Thriller', 'Horror']",['English'],"['Determined to keep Annabelle from wreaking more havoc, demonologists Ed and Lorraine Warren bring the possessed doll to the locked artifacts room in their home, placing her “safely” behind sacred glass and enlisting a priest’s holy blessing.  But an unholy night of horror awaits as Annabelle awakens the evil spirits in the room, who all set their sights on a new target—the Warrens’ ten-year-old daughter, Judy, and her friends.']"
329,tt8396294,"['Thriller', 'Horror']",['English'],"['Found at a Catholic hospital filthy and ferocious, feral teenager Darlin’ is whisked off to a care home run by The Bishop and his obedient nuns where she is to be tamed into a “good girl” as an example of the miracle of the church. However, Darlin’ holds a secret darker than the “sins” she is threatened with, and she is not traveling alone. The Woman, equally fierce and feral, who raised her is ever present and is determined to come for her no matter who tries to step in her way.']"
330,tt8399720,"['Biography', 'History', 'Music', 'Documentary']",['English'],"['With a wealth of never-before-seen footage, audio tapes, personal photos, and new interviews, including with the singer herself, Tina presents an unvarnished and dynamic account of the life and career of music icon Tina Turner. [HBO]']"
331,tt8506840,"['Drama', 'Comedy']",['Romanian'],"['A young artist plans to reconstruct a historical event from 1941, during which the Romanian Army carried out ethnic cleansing on the Eastern Front. ']"
332,tt8579674,"['Drama', 'War']","['English', 'German', 'French']","['At the height of the First World War, two young British soldiers, Schofield (George MacKay) and Blake (Dean-Charles Chapman) are given a seemingly impossible mission. In a race against time, they must cross enemy territory and deliver a message that will stop a deadly attack on hundreds of soldiers—Blake’s own brother among them. ']"
333,tt8879946,"['Sport', 'Documentary']","['English', 'French']","['Maiden is the story of how Tracy Edwards, a 24-year-old cook in charter boats, became the skipper of the first ever all-female crew to enter the Whitbread Round the World in 1989. Tracy’s inspirational dream was opposed on all sides: her male competitors thought an all-women crew would never make it, the chauvinistic yachting press took bets on her failure, and potential sponsors rejected her, fearing they would die at sea and generate bad publicity. But Tracy refused to give up: she remortgaged her home and bought a secondhand boat, putting everything on the line to ensure the team made it to the start line. Although blessed with tremendous self-belief Tracy was also beset by crippling doubts and was only able to make it through with the support of her remarkable crew. With their help she went on to shock the sport world and prove that women are very much the equal of men. [Sony Pictures Classics]']"
334,tt9243946,"['Action', 'Drama']",['English'],"['In the wake of his dramatic escape from captivity, Jesse must come to terms with his past in order to forge some kind of future. ']"
335,tt9412098,"['Music', 'Documentary']",['English'],['An exclusive behind the scenes look at the infamous unraveling of the Fyre music festival.']
336,tt9691136,"['Action', 'Horror', 'War']",['English'],"['In the throes of World War II, Captain Maude Garrett (Chloë Grace Moretz) joins the all-male crew of a B-17 bomber with a top-secret package. Caught off guard by the presence of a woman on a military flight, the crew tests Maude’s every move. Just as her quick wit is winning them over, strange happenings and holes in her backstory incite paranoia surrounding her true mission. But this crew has more to fear…lurking in the shadows, something sinister is tearing at the heart of the plane. Trapped between an oncoming air ambush and an evil lurking within, Maude must push beyond her limits to save the hapless crew and protect her mysterious cargo.']"
337,tt9849004,"['Sci-Fi', 'Thriller', 'Comedy', 'Romance', 'Crime']",['English'],"['A happily married couple (Joel McHale and Kerry Bishé) discover their friends are resentful of their lustful relationship. When a visit from a mysterious stranger leads to a dead body, they begin to question the loyalty of their so-called friends.']"
338,tt0018773,"['Comedy', 'Romance']",['English'],['The Tramp finds work and the girl of his dreams at a circus.']
339,tt0026029,"['Mystery', 'Thriller', 'Film-Noir']",['English'],"['A man in London tries to help a counter-espionage Agent. But when the Agent is killed, and the man stands accused, he must go on the run to save himself and stop a spy ring which is trying to steal top secret information.']"
340,tt0028346,"['Drama', 'Thriller']",['English'],"['Cautionary tale features a fictionalized and highly exaggerated take on the use of marijuana. A trio of drug dealers lead innocent teenagers to become addicted to ""reefer"" cigarettes by holding wild parties with jazz music.']"
341,tt0032138,"['Adventure', 'Fantasy', 'Comedy', 'Family', 'Musical']",['English'],"['Adapted from L. Frank Baum’s timeless children’s tale about a Kansas girl’s journey over the rainbow, The Wizard of Oz opened at Grauman’s Chinese Theater on August 15, 1939. [Warner Bros.]']"
342,tt0032910,"['Fantasy', 'Comedy', 'Animation', 'Family', 'Musical']",['English'],"['A living puppet, with the help of a cricket as his conscience, must prove himself worthy to become a real boy.']"
343,tt0032981,"['Drama', 'Comedy', 'Romance']",['English'],"['A shoplifter and her prosecutor fall in love, creating tensions for his career and family.']"
344,tt0033870,"['Mystery', 'Film-Noir']",['English'],"['A private detective (Humphrey Bogart) takes on a case that involves him with three eccentric criminals, a gorgeous liar, and their quest for a priceless statuette.']"
345,tt0035015,"['Drama', 'Romance']",['English'],['The spoiled young heir to the decaying Amberson fortune comes between his widowed mother and the man she has always loved.']
346,tt0035140,"['Drama', 'Romance']","['English', 'Portuguese']","['A frumpy spinster blossoms under therapy and becomes an elegant, independent woman.']"
347,tt0038787,"['Drama', 'Thriller', 'Romance', 'Film-Noir']","['English', 'French', 'Portuguese']",['A woman is asked to spy on a group of Nazi friends in South America. How far will she have to go to ingratiate herself with them?']
348,tt0038854,"['Drama', 'Mystery', 'Thriller', 'Romance', 'Crime', 'Film-Noir']",['English'],"['A married woman and a drifter fall in love, then plot to murder her husband.']"
349,tt0039224,"['Drama', 'Thriller', 'Crime', 'Film-Noir']",['English'],"['At a tough penitentiary, prisoner Joe Collins plans to rebel against Captain Munsey, the power-mad chief guard.']"
350,tt0040897,"['Adventure', 'Drama', 'Western']","['English', 'Spanish']","['Fred Dobbs and Bob Curtin, two Americans searching for work in Mexico, convince an old prospector to help them mine for gold in the Sierra Madre Mountains.']"
351,tt0041473,"['Drama', 'Comedy', 'Romance']",['English'],['A young widow is romanced by a sales clerk whom she inadvertently got fired.']
