,tconst,primaryTitle,originalTitle,startYear,endYear,runtimeMinutes,numVotes,label,title_language,isEN
1358,tt0219653,dracula 2000,Dracula 2000,2000,,99,,False,ro,False
1359,tt0225535,the debt,nan,1999,,106,3595.0,True,en,True
1360,tt0234988,the town is quiet,nan,2000,,133,1226.0,True,en,True
1361,tt0236576,paragraph 175,Paragraph 175,2000,,81,2029.0,True,id,False
1362,tt0237138,dasharatham,nan,1989,,154,1988.0,True,so,False
1363,tt0238380,equilibrium,nan,2002,,107,320731.0,True,ca,False
1364,tt0240119,tomie,nan,1998,,95,1753.0,False,sk,False
1365,tt0242572,priyuralu pilichindi,nan,,2000,151,2993.0,True,ro,False
1366,tt0243558,revolutionary girl utena: the movie,Shôjo kakumei Utena: Adolescence mokushiroku,1999,,85,1470.0,True,sw,False
1367,tt0245429,spirited away,nan,2001,,125,705217.0,True,en,True
1368,tt0246593,big animal,Duze zwierze,2000,,73,,True,pl,False
1369,tt0247945,badri,nan,2000,,158,1873.0,True,so,False
1370,tt0248036,get ready to be boyzvoiced,nan,2000,,95,1492.0,True,en,True
1371,tt0248661,3 a.m.,nan,2001,,92,1308.0,False,sk,False
1372,tt0250258,the experiment,nan,2001,,120,92736.0,True,en,True
1373,tt0251160,john q,John Q,2002,,116,129773.0,True,de,False
1374,tt0252028,surviving christmas,nan,,2004,91,24058.0,False,en,True
1375,tt0252985,ask me if i'm happy,Chiedimi se sono felice,2000,,100,5911.0,True,it,False
1376,tt0254001,uc kagitci,Üç Kagitçi,1981,,88,5340.0,True,tr,False
1377,tt0255958,down house,nan,2001,,95,2076.0,True,en,True
1378,tt0259182,the american nightmare,The American Nightmare,2000,,73,1930.0,True,en,True
1379,tt0260332,the day i became a woman,nan,2000,,78,1736.0,True,en,True
1380,tt0260987,the dream factory,nan,1997,,90,1414.0,True,en,True
1381,tt0260991,joint security area,nan,2000,,110,28748.0,True,en,True
1382,tt0261175,peter bell,nan,2002,,110,2146.0,False,no,False
1383,tt0262240,as i was moving ahead occasionally i saw brief glimpses of beauty,nan,2000,,288,1116.0,True,en,True
1384,tt0262826,thomas in love,Thomas est amoureux,2000,,97,1977.0,True,fr,False
1385,tt0263265,shortcut to happiness,nan,2003,,106,5467.0,False,en,True
1386,tt0264150,view from the top,View from the Top,,2003,87,26553.0,False,en,True
1387,tt0266747,marci x,Marci X,2003,,84,5325.0,False,ca,False
1388,tt0267804,the one,nan,,2001,87,90601.0,False,en,True
1389,tt0267891,the ringer,nan,2005,,94,36224.0,False,en,True
1390,tt0268978,a beautiful mind,nan,2001,,135,,True,ro,False
1391,tt0270560,our lips are sealed,Our Lips Are Sealed,2000,,89,,False,en,True
1392,tt0271678,no: 20 madras mail,nan,1990,,177,1165.0,True,pt,False
1393,tt0277703,"feuer, eis & dosenbier","Feuer, Eis & Dosenbier",2002,,83,1118.0,False,de,False
1394,tt0278504,insomnia,nan,2002,,118,286487.0,True,sv,False
1395,tt0280438,ash wednesday,Ash Wednesday,2002,,99,3048.0,False,en,True
1396,tt0280653,amen.,Amen.,2002,,132,13986.0,True,nl,False
1397,tt0280674,the first $20 million is always the hardest,nan,2002,,105,3140.0,False,en,True
1398,tt0280707,gosford park,nan,,2001,131,84800.0,True,no,False
1399,tt0280969,my little eye,nan,,2002,95,12005.0,False,no,False
1400,tt0282209,darkness falls,Darkness Falls,2003,,86,31328.0,False,de,False
1401,tt0282552,riders,nan,2002,,83,5864.0,False,da,False
1402,tt0283015,stranded,nan,2001,,95,2703.0,False,da,False
1403,tt0289968,hababam sinifi dokuz doguruyor,Hababam Sinifi Dokuz Doguruyor,1978,,88,8223.0,True,tr,False
1404,tt0290332,the wash,nan,2001,,96,7025.0,False,en,True
1405,tt0295721,taxi 3,Taxi 3,2003,,84,41786.0,False,so,False
1406,tt0296574,company,Company,2002,,142,15140.0,True,tl,False
1407,tt0298845,in america,In America,,2002,105,42597.0,True,en,True
1408,tt0299108,rehnaa hai terre dil mein,Rehnaa Hai Terre Dil Mein,2001,,160,8061.0,True,de,False
1409,tt0301245,oysters at nam kee's,nan,2002,,99,1325.0,False,af,False
1410,tt0302297,barely legal,nan,2003,,90,6013.0,False,hu,False
1411,tt0304126,grill point,nan,2002,,111,1625.0,True,it,False
1412,tt0304669,the santa clause 2,nan,2002,,104,54372.0,False,en,True
1413,tt0306734,the divorce,Le divorce,2003,,117,11357.0,False,it,False
1414,tt0307385,rivers and tides,Rivers and Tides,2001,,90,2349.0,True,en,True
1415,tt0308280,friends,nan,2001,,167,,True,da,False
1416,tt0314725,standing in the shadows of motown,Standing in the Shadows of Motown,,2002,108,3612.0,True,en,True
1417,tt0316494,laughter and punishment,nan,,2003,94,1018.0,False,en,True
1418,tt0326143,saint seiya: legend of crimson youth,nan,1988,,71,1236.0,True,en,True
1419,tt0327071,om jai jagadish,nan,2002,,172,1970.0,False,et,False
1420,tt0327162,the stepford wives,The Stepford Wives,,2004,93,64581.0,False,en,True
1421,tt0329083,fine dead girls,Fine mrtve djevojke,2002,,77,2301.0,True,hr,False
1422,tt0329354,marigold,Marigold,2007,,110,1956.0,False,cy,False
1423,tt0332452,troy,nan,2004,,163,511623.0,True,vi,False
1424,tt0333780,"legally blonde 2: red, white & blonde","Legally Blonde 2: Red, White & Blonde",2003,,95,64849.0,False,en,True
1425,tt0339072,gladiatress,Gladiatress,2004,,89,1403.0,False,ca,False
1426,tt0342275,a decade under the influence,nan,2003,,138,2683.0,True,es,False
1427,tt0344273,kings & queen,nan,2004,,150,3799.0,True,af,False
1428,tt0345032,the keys to the house,nan,2004,,105,2372.0,True,en,True
1429,tt0345549,last life in the universe,Ruang rak noi nid mahasan,2003,,112,11089.0,True,tl,False
1430,tt0346094,distant,nan,2002,,110,20434.0,True,it,False
1431,tt0349467,freedomland,Freedomland,2006,,113,16091.0,False,nl,False
1432,tt0349878,netaji subhas chandra bose: the forgotten hero,nan,2005,,208,1153.0,True,en,True
1433,tt0350774,dead & breakfast,Dead & Breakfast,2004,,88,5919.0,False,en,True
1434,tt0354148,vadakkunokkiyantram,nan,1989,,120,,True,tr,False
1435,tt0357283,silent waters,nan,2003,,99,1134.0,True,af,False
1436,tt0358345,the uninvited,4 inyong shiktak,2003,,127,1534.0,False,tl,False
1437,tt0360916,the real cancun,The Real Cancun,2003,,96,3886.0,False,en,True
1438,tt0361596,fahrenheit 9/11,Fahrenheit 9/11,2004,,122,128496.0,True,de,False
1439,tt0363589,elephant,Elephant,2003,,81,89186.0,True,ca,False
1440,tt0368619,brides,Nyfes,2004,,128,4655.0,True,cy,False
1441,tt0368688,direct action,Direct Action,2004,,97,1543.0,False,en,True
1442,tt0368836,the lazarus child,The Lazarus Child,2004,,93,1003.0,False,en,True
1443,tt0368962,mirage,Iluzija,,2004,107,,True,hr,False
1444,tt0374887,munna bhai m.b.b.s.,Munna Bhai M.B.B.S.,2003,,156,78649.0,True,fi,False
1445,tt0378848,battle for finland,nan,2007,,117,1824.0,False,no,False
1446,tt0380615,paper clips,nan,2004,,82,1725.0,True,ca,False
1447,tt0382385,zameen,Zameen,2003,,154,1543.0,False,nl,False
1448,tt0385639,death bed: the bed that eats,nan,1977,,78,2398.0,False,en,True
1449,tt0389557,black book,nan,2006,,145,,True,en,True
1450,tt0393567,the other side,The Other Side,2006,,92,1471.0,False,en,True
1451,tt0395802,veergati,nan,1995,,166,1639.0,False,nl,False
1452,tt0396857,shadowboxer,Shadowboxer,2005,,93,6749.0,False,so,False
1453,tt0397044,blood and chocolate,Blood and Chocolate,2007,,98,17625.0,False,en,True
1454,tt0397065,house of wax,nan,2005,,113,120931.0,False,en,True
1455,tt0398029,the last drop,The Last Drop,2006,,103,2563.0,False,en,True
1456,tt0399040,my girl,nan,2003,,110,1968.0,True,cy,False
1457,tt0400156,ambulance,Ambulancen,2005,,80,1236.0,False,id,False
1458,tt0400172,anus magillicutty,nan,2003,,70,3767.0,False,tl,False
1459,tt0405094,the lives of others,nan,2006,,137,376107.0,True,en,True
1460,tt0407246,duck season,nan,2004,,90,4028.0,True,en,True
1461,tt0411098,all the invisible children,All the Invisible Children,2005,,124,4050.0,True,en,True
1462,tt0411674,mondovino,nan,2004,,135,1455.0,True,it,False
1463,tt0413099,evan almighty,Evan Almighty,,2007,96,144085.0,False,fi,False
1464,tt0415489,american crude,American Crude,2008,,96,,False,en,True
1465,tt0419946,the marine,The Marine,2006,,92,,False,en,True
1466,tt0419984,mr. woodcock,Mr. Woodcock,2007,,87,35777.0,False,pl,False
1467,tt0420223,stranger than fiction,Stranger Than Fiction,2006,,113,224954.0,True,en,True
1468,tt0421051,daniel the wizard,nan,2004,,81,14268.0,False,en,True
1469,tt0421974,sky fighters,Les chevaliers du ciel,2005,,102,4444.0,False,fr,False
1470,tt0423470,vasoolraja m.b.b.s,Vasoolraja M.B.B.S,2004,,160,3254.0,True,et,False
1471,tt0424565,the wild parrots of telegraph hill,nan,2003,,83,3007.0,True,en,True
1472,tt0425112,hot fuzz,nan,2007,,121,,True,hu,False
1473,tt0425333,pardon,nan,2005,,94,20695.0,True,es,False
1474,tt0426578,sophie scholl: the final days,Sophie Scholl - Die letzten Tage,2005,,120,27293.0,True,de,False
1475,tt0426931,august rush,August Rush,2007,,114,105990.0,True,et,False
1476,tt0428212,all souls day: dia de los muertos,nan,,2005,88,1480.0,False,es,False
1477,tt0428251,venom,nan,2005,,87,10012.0,False,sk,False
1478,tt0430651,survive style 5+,nan,2004,,120,9599.0,True,fr,False
1479,tt0437459,rollin' with the nines,nan,2006,,96,1171.0,False,en,True
1480,tt0441611,coma,nan,2004,,84,1338.0,False,pt,False
1481,tt0446312,the 2 sides of the bed,Los 2 lados de la cama,2005,,104,1372.0,False,es,False
1482,tt0449059,little miss sunshine,Little Miss Sunshine,2006,,101,458921.0,True,en,True
1483,tt0450506,suburban mayhem,Suburban Mayhem,2006,,95,1457.0,False,id,False
1484,tt0454879,journey to the end of the night,nan,2006,,88,2567.0,False,en,True
1485,tt0455590,the last king of scotland,nan,2006,,123,182099.0,True,en,True
1486,tt0455857,when a stranger calls,nan,2006,,87,,False,en,True
1487,tt0462335,high-rise,nan,,2015,119,,False,en,True
1488,tt0463392,zombie nation,nan,2004,,81,8089.0,False,pl,False
1489,tt0465142,american dreamz,American Dreamz,2006,,107,24660.0,False,en,True
1490,tt0469429,her best move,nan,,2007,101,2286.0,False,da,False
1491,tt0469903,the express,nan,2008,,130,20968.0,True,en,True
1492,tt0475276,united 93,nan,2006,,111,,True,en,True
1493,tt0475944,the covenant,The Covenant,2006,,97,48559.0,False,en,True
1494,tt0476884,taxi no. 9 2 11: nau do gyarah,Taxi No. 9 2 11: Nau Do Gyarah,2006,,116,9749.0,True,so,False
1495,tt0476958,amusement,Amusement,,2008,85,11580.0,False,nl,False
1496,tt0477139,wristcutters: a love story,Wristcutters: A Love Story,2006,,88,55150.0,True,en,True
1497,tt0477252,36 china town,36 China Town,2006,,140,4551.0,False,en,True
1498,tt0479230,crossing borders,Un Franco 14 Pesetas,2006,,102,1303.0,True,es,False
1499,tt0479354,chronicle of an escape,Crónica de una fuga,2006,,103,3560.0,True,es,False
1500,tt0485985,red tails,nan,2012,,125,34861.0,False,en,True
1501,tt0487027,fc venus,FC Venus,,2006,100,1217.0,False,et,False
1502,tt0488027,saviour square,nan,2006,,105,1783.0,True,fr,False
1503,tt0488658,unaccompanied minors,Unaccompanied Minors,2006,,90,11161.0,False,en,True
1504,tt0489010,a crime,nan,2006,,103,1989.0,False,ro,False
1505,tt0490076,all the boys love mandy lane,nan,2006,,90,32387.0,False,en,True
1506,tt0491046,a matador's mistress,Manolete,2008,,92,3026.0,False,it,False
1507,tt0492487,small town gay bar,Small Town Gay Bar,2006,,76,1135.0,True,en,True
1508,tt0493437,apna sapna money money,Apna Sapna Money Money,2006,,134,,False,tl,False
1509,tt0496350,the marsh,The Marsh,2006,,92,3184.0,False,en,True
1510,tt0497316,adrift in manhattan,Adrift in Manhattan,2007,,91,1741.0,False,de,False
1511,tt0758781,seed,Seed,2006,,90,6955.0,False,af,False
1512,tt0760187,the tripper,nan,2006,,93,6044.0,False,en,True
1513,tt0770802,samsara,Samsara,2011,,102,34908.0,True,id,False
1514,tt0787462,elvis and anabelle,nan,2007,,106,5444.0,True,da,False
1515,tt0795461,scary movie v,Scary Movie 5,2013,,88,69224.0,False,en,True
1516,tt0796307,under the same moon,nan,2007,,106,6890.0,True,en,True
1517,tt0802983,doraemon the movie: nobita's dinosaur,Doraemon: Nobita no kyôryû,2006,,107,1056.0,True,tl,False
1518,tt0814255,percy jackson & the olympians: the lightning thief,nan,2010,,118,183678.0,False,en,True
1519,tt0817538,drillbit taylor,Drillbit Taylor,2008,,110,,False,tr,False
1520,tt0827181,hide,Hide,2008,,97,1158.0,False,nl,False
1521,tt0834170,autumn ball,Sügisball,2007,,123,1983.0,True,de,False
1522,tt0835418,the babymakers,nan,2012,,95,8623.0,False,en,True
1523,tt0843372,sainikudu,nan,2006,,169,1737.0,False,et,False
1524,tt0847817,helvetica,Helvetica,2007,,80,7786.0,True,en,True
1525,tt0857355,the year my parents went on vacation,O Ano em Que Meus Pais Saíram de Férias,2006,,110,6256.0,True,pt,False
1526,tt0870111,frost/nixon,Frost/Nixon,2008,,122,106314.0,True,en,True
1527,tt0870112,future by design,Future by Design,2006,,86,1420.0,True,en,True
1528,tt0871510,chak de! india,nan,,2007,153,77964.0,True,nl,False
1529,tt0875025,tazza: the high rollers,Tajja,2006,,139,2273.0,True,sw,False
1530,tt0875034,nine,nan,,2009,118,43374.0,False,fi,False
1531,tt0884805,pars: operation cherry,nan,2007,,145,1944.0,False,en,True
1532,tt0897347,the echo,nan,2008,,96,5698.0,False,en,True
1533,tt0910885,a merry friggin' christmas,nan,2014,,88,6500.0,False,en,True
1534,tt0912583,for the bible tells me so,For the Bible Tells Me So,2007,,95,4440.0,True,en,True
1535,tt0926084,harry potter and the deathly hallows: part 1,nan,2010,,146,510633.0,True,en,True
1536,tt0936471,transylmania,Transylmania,2009,,92,2685.0,False,fi,False
1537,tt0949564,tuya's marriage,Tuya de hun shi,2006,,86,,True,sw,False
1538,tt0953369,disco,Disco,2008,,103,1525.0,False,de,False
1539,tt0954914,athidhi,Athidhi,2007,,300,1891.0,False,sq,False
1540,tt0959342,mind the gap,nan,,2007,103,2038.0,False,en,True
1541,tt0962736,the young victoria,The Young Victoria,2009,,105,60285.0,True,en,True
1542,tt0976060,tokyo!,Tokyo!,2008,,112,10640.0,True,sw,False
1543,tt0977214,hero wanted,nan,2008,,94,7166.0,False,en,True
1544,tt0978759,frozen river,Frozen River,2008,,97,25431.0,True,de,False
1545,tt0985593,miss conception,nan,2008,,104,2763.0,False,fr,False
1546,tt0988849,donkey punch,nan,2008,,99,11017.0,False,en,True
1547,tt0996934,farm house,Farm House,2008,,95,2421.0,False,en,True
1548,tt0997246,the song of sparrows,Avaze gonjeshk-ha,2008,,96,10229.0,True,sq,False
1549,tt10126434,scare me,Scare Me,2020,,104,3576.0,False,ro,False
1550,tt1014809,until the light takes us,nan,2008,,93,6032.0,True,en,True
1551,tt10148118,behind the line: escape to dunkirk,Behind the Line: Escape to Dunkirk,2020,,87,3594.0,False,en,True
1552,tt1015971,the boys,nan,2009,,101,1099.0,True,en,True
1553,tt1016290,crows zero,Kurôzu zero,2007,,130,8034.0,True,pl,False
1554,tt10199640,beanpole,Dylda,2019,,130,10319.0,True,cy,False
1555,tt10199670,liberte,nan,2019,,138,1025.0,False,de,False
1556,tt10230436,yeh ballet,Yeh Ballet,2020,,117,1211.0,True,id,False
1557,tt10239930,d-day: battle of omaha beach,nan,2019,,85,1269.0,False,en,True
1558,tt1024964,a map for saturday,nan,2007,,90,1178.0,True,id,False
1559,tt10279362,french exit,French Exit,2020,,113,5343.0,False,de,False
1560,tt10295212,shershaah,Shershaah,,2021,135,109385.0,True,so,False
1561,tt10308928,force of nature,Force of Nature,2020,,91,9862.0,False,en,True
1562,tt10309552,12 hour shift,12 Hour Shift,2020,,86,3906.0,False,en,True
1563,tt10334602,sivappu manjal pachai,Sivappu Manjal Pachai,2019,,140,1551.0,True,hr,False
1564,tt10358022,nightlife,Nightlife,2020,,111,1663.0,False,en,True
1565,tt10370380,the windermere children,The Windermere Children,2020,,88,2785.0,True,en,True
1566,tt10443252,ecco,Ecco,2019,,123,2083.0,True,it,False
1567,tt1047832,linewatch,Linewatch,2008,,90,2744.0,False,en,True
1568,tt10521092,the forgotten battle,nan,2020,,124,20132.0,True,en,True
1569,tt1059836,transit,nan,2012,,88,11151.0,False,fr,False
1570,tt10645682,the jack in the box,The Jack in the Box,,2019,87,1303.0,False,en,True
1571,tt10662234,into the beat,Into the Beat - Dein Herz tanzt,2020,,102,,False,en,True
1572,tt10682266,hubie halloween,Hubie Halloween,2020,,103,45945.0,False,af,False
1573,tt1068646,the class,nan,2008,,128,34893.0,True,en,True
1574,tt10751548,mudda 370 j&k,Mudda 370 J&K,2019,,132,,True,so,False
1575,tt10763618,tune in for love,nan,2019,,122,3339.0,True,no,False
1576,tt10768678,boy,Boy,2019,,129,1280.0,True,so,False
1577,tt1082577,deadly impact,nan,2010,,96,2572.0,False,en,True
1578,tt1083452,eddie the eagle,Eddie the Eagle,,2015,106,,True,en,True
1579,tt10834986,gumnaami,Gumnaami,2019,,142,1913.0,True,so,False
1580,tt10888594,radhe,Radhe,2021,,135,174144.0,False,sq,False
1581,tt1090671,no man's land: the rise of reeker,nan,2008,,88,3292.0,False,en,True
1582,tt1119646,the hangover,nan,2009,,100,,True,en,True
1583,tt1120985,blue valentine,nan,2010,,112,191955.0,True,fr,False
1584,tt11230868,kappela,nan,,2020,113,2982.0,True,fi,False
1585,tt11235772,the voyeurs,The Voyeurs,2021,,120,13027.0,False,en,True
1586,tt11307814,red dot,Red Dot,2021,,86,12409.0,False,en,True
1587,tt1139085,1612: khroniki smutnogo vremeni,nan,2007,,144,2187.0,False,sl,False
1588,tt11457736,my dad's christmas date,nan,2020,,91,1384.0,False,cy,False
1589,tt11506054,uma maheswara ugra roopasya,Uma Maheswara Ugra Roopasya,2020,,136,,True,tl,False
1590,tt1152282,rak haeng siam,nan,2007,,178,3940.0,True,id,False
1591,tt1155652,the garden of sinners: remaining sense of pain,Gekijô ban Kara no kyôkai: Dai san shô - Tsukakû zanryû,2008,,58,1588.0,True,id,False
1592,tt1156444,triad wars,Duo shuai,2008,,117,1075.0,False,sq,False
1593,tt1156516,ready,nan,2008,,165,1290.0,True,cy,False
1594,tt11576124,rogue,Rogue,2020,,105,7597.0,False,pt,False
1595,tt1171701,the breath,Nefes: Vatan Sagolsun,2009,,128,33021.0,True,ca,False
1596,tt1172587,delhi safari,nan,2012,,96,1741.0,False,it,False
1597,tt1179781,mission istaanbul,nan,2008,,130,1145.0,False,fi,False
1598,tt1182921,ninja,Ninja,2009,,86,12947.0,False,hr,False
1599,tt1186369,lorna's silence,nan,2008,,105,8715.0,True,es,False
1600,tt1204342,the muppets,nan,2011,,120,90510.0,True,en,True
1601,tt1212974,bitch slap,Bitch Slap,2009,,109,13710.0,False,en,True
1602,tt12192190,one night in bangkok,nan,2020,,105,1852.0,False,af,False
1603,tt1220628,i hope they serve beer in hell,I Hope They Serve Beer in Hell,2009,,105,,False,en,True
1604,tt1229822,jane eyre,Jane Eyre,2011,,120,85416.0,True,de,False
1605,tt1231287,labor pains,nan,2009,,90,11246.0,False,fr,False
1606,tt12361974,zack snyder's justice league,Zack Snyder's Justice League,2021,,242,349089.0,True,en,True
1607,tt1239426,hipsters,nan,2008,,130,4695.0,True,en,True
1608,tt1255919,holmes & watson,Holmes & Watson,2018,,90,34708.0,False,et,False
1609,tt1262877,coco,Coco,2009,,95,1518.0,False,pt,False
1610,tt1270761,don't be afraid of the dark,nan,2010,,99,48109.0,False,en,True
1611,tt1276962,how to make money selling drugs,nan,2012,,96,6720.0,True,en,True
1612,tt1278124,detour,nan,2009,,77,1446.0,False,fr,False
1613,tt1285009,the strangers: prey at night,The Strangers: Prey at Night,2018,,85,,False,en,True
1614,tt1286146,full love,nan,2010,,108,1897.0,True,it,False
1615,tt1286163,muro: nalet olsun icimdeki insan sevgisine,Muro: Nalet Olsun Içimdeki Insan Sevgisine,2008,,90,3057.0,False,tr,False
1616,tt1287468,cats & dogs: the revenge of kitty galore,nan,,2010,82,14855.0,False,en,True
1617,tt1291545,love and dance,Kochaj i tancz,2009,,118,1079.0,False,pl,False
1618,tt1291549,meet monica velour,nan,2010,,96,2341.0,False,nl,False
1619,tt1294970,the angriest man in brooklyn,nan,2014,,83,21994.0,False,en,True
1620,tt1305869,sommaren med goran,Sommaren med Göran,2009,,97,3033.0,False,sv,False
1621,tt13065386,totally under control,nan,2020,,123,3033.0,True,en,True
1622,tt1313230,in the name of the father,nan,,2006,96,1720.0,False,en,True
1623,tt1320082,the concert,Le concert,2009,,119,17866.0,True,fr,False
1624,tt1333125,movie 43,nan,2013,,94,103178.0,False,sk,False
1625,tt1334254,maharathi,Maharathi,2008,,114,1016.0,True,sw,False
1626,tt13393728,the con-heartist,The Con-Heartist,,2020,128,1387.0,True,en,True
1627,tt1341340,a warrior's heart,nan,2011,,86,2411.0,False,en,True
1628,tt13453006,red rocket,Red Rocket,2021,,128,1072.0,True,sv,False
1629,tt1351224,pyaar impossible,Pyaar Impossible!,2010,,140,3108.0,False,ca,False
1630,tt1352393,little secret,nan,2016,,107,3577.0,True,it,False
1631,tt13694628,nitram,nan,2021,,112,1816.0,True,tl,False
1632,tt1370429,99,nan,,2009,135,2852.0,True,unknown,False
1633,tt1374990,the prodigies,The Prodigies,2011,,87,1650.0,False,en,True
1634,tt1375789,race 2,nan,2013,,150,16047.0,False,ro,False
1635,tt1382339,santhosh subramaniyam,Santhosh Subramaniyam,2008,,177,1546.0,True,tl,False
1636,tt1385824,13b: fear has a new address,nan,2009,,138,6827.0,True,cy,False
1637,tt1392190,mad max: fury road,Mad Max: Fury Road,2015,,120,940920.0,True,so,False
1638,tt13990280,bhramam,Bhramam,,2021,152,,False,id,False
1639,tt1407052,wrinkles,Arrugas,2011,,89,4148.0,True,tl,False
1640,tt1411277,lover or loser,nan,2009,,110,1548.0,False,no,False
1641,tt1438298,guzaarish,nan,2010,,126,18154.0,True,sw,False
1642,tt1440732,bel ami,nan,2012,,102,18374.0,False,hu,False
1643,tt1441912,the way,The Way,2010,,123,32040.0,True,en,True
1644,tt14539726,breaking boundaries: the science of our planet,nan,2021,,73,2175.0,True,en,True
1645,tt14700948,friendzone,Friendzone,2021,,88,2250.0,False,nl,False
1646,tt1480658,eddie: the sleepwalking cannibal,Eddie,2012,,90,,False,cy,False
1647,tt1485763,one piece: strong world,Wan pisu firumu: sutorongu warudo,2009,,113,5039.0,True,id,False
1648,tt14878948,15/07 safak vakti,nan,2021,,95,20368.0,False,tr,False
1649,tt14880258,deep,nan,2021,,101,1168.0,False,nl,False
1650,tt1489946,the blackout,nan,2009,,80,1710.0,False,en,True
1651,tt1492705,all i wish,All I Wish,2017,,94,1500.0,False,en,True
1652,tt1523267,arctic blast,nan,2010,,92,,False,en,True
1653,tt1523415,bes sehir,Bes Sehir,2009,,95,2280.0,True,de,False
1654,tt1535109,captain phillips,Captain Phillips,2013,,134,441709.0,True,fi,False
1655,tt1536410,faces in the crowd,nan,2011,,103,19065.0,False,en,True
1656,tt1539997,kerala cafe,Kerala Cafe,,2009,140,1082.0,True,id,False
1657,tt1565068,piazza fontana: the italian conspiracy,nan,2012,,129,2447.0,True,it,False
1658,tt1569364,black lightning,nan,,2009,102,4921.0,False,sv,False
1659,tt15694846,prince the fighter,Prince the Fighter,2021,,121,1055.0,True,en,True
1660,tt1570538,ada: zombilerin dugunu,Ada: Zombilerin Dügünü,2010,,77,1561.0,False,tr,False
1661,tt1570732,vettaikaaran,nan,2009,,166,4661.0,False,fi,False
1662,tt1571724,honey,nan,2010,,103,7025.0,True,en,True
1663,tt1576440,good neighbours,Good Neighbours,2010,,99,5331.0,False,en,True
1664,tt1582507,house at the end of the street,nan,2012,,101,,False,en,True
1665,tt1592292,zero 2,Zero 2,2010,,90,,True,cs,False
1666,tt1596343,fast five,Fast Five,2011,,130,369424.0,True,de,False
1667,tt1603257,atm,ATM,,2012,90,23492.0,False,tl,False
1668,tt1613062,the music never stopped,nan,2011,,105,8208.0,True,en,True
1669,tt1617620,a horrible way to die,nan,2010,,87,3634.0,False,en,True
1670,tt1623757,machete maidens unleashed!,nan,2010,,84,1657.0,True,en,True
1671,tt1638002,"love, rosie","Love, Rosie",2014,,102,132113.0,True,it,False
1672,tt1640218,evidence,nan,2012,,78,4882.0,False,es,False
1673,tt1656186,stolen,Stolen,2012,,96,44481.0,False,no,False
1674,tt1659343,universal soldier: day of reckoning,Universal Soldier: Day of Reckoning,2012,,114,20023.0,False,en,True
1675,tt1667076,f.a.l.t.u,nan,2011,,120,3036.0,False,ca,False
1676,tt1691152,david lynch: the art life,nan,2016,,88,,True,en,True
1677,tt1697800,die in a gunfight,Die in a Gunfight,2021,,92,1824.0,False,de,False
1678,tt1703049,trigun: badlands rumble,Trigun: Badlands Rumble,2010,,90,5211.0,True,da,False
1679,tt1707391,4:44 last day on earth,nan,2011,,82,5330.0,False,en,True
1680,tt1714917,gimme danger,nan,,2016,108,5525.0,True,da,False
1681,tt1715320,bending the rules,nan,2012,,83,2250.0,False,en,True
1682,tt1722450,inadequate people,nan,2010,,102,4407.0,True,ca,False
1683,tt1725969,ethel & ernest,Ethel & Ernest,2016,,94,3220.0,True,de,False
1684,tt1734477,public speaking,Public Speaking,2010,,84,1993.0,True,en,True
1685,tt1774591,teenage cocktail,Teenage Cocktail,2016,,88,5364.0,False,en,True
1686,tt1778931,manny,nan,,2014,88,2262.0,True,id,False
1687,tt1783423,cakallarla dans,Çakallarla Dans,2010,,102,6589.0,False,tr,False
1688,tt1783721,first time loser,First Time Loser,2012,,90,1325.0,True,en,True
1689,tt1787725,if a tree falls: a story of the earth liberation front,If a Tree Falls: A Story of the Earth Liberation Front,2011,,85,3187.0,True,en,True
1690,tt1789083,the weight of chains,nan,2010,,125,4331.0,True,en,True
1691,tt1817771,freaks of nature,Freaks of Nature,2015,,92,,False,en,True
1692,tt1821682,traffic,nan,2011,,122,4633.0,True,it,False
1693,tt1823059,a perfect ending,nan,2012,,110,4204.0,False,en,True
1694,tt1830713,big ass spider!,nan,2013,,80,7147.0,False,no,False
1695,tt1830786,rascals,Rascals,2011,,128,,False,ca,False
1696,tt1830802,shala,nan,2011,,108,1859.0,True,so,False
1697,tt1839492,ruby sparks,Ruby Sparks,2012,,104,98774.0,True,en,True
1698,tt1847713,the guillotines,Xue di zi,2012,,112,1338.0,False,it,False
1699,tt1854506,aliens vs. avatars,nan,2011,,80,1665.0,False,sv,False
1700,tt1855325,resident evil: retribution,Resident Evil: Retribution,,2012,95,138209.0,False,en,True
1701,tt1863203,the employer,nan,2013,,90,1312.0,False,en,True
1702,tt1886493,catch .44,Catch .44,2011,,94,17117.0,False,en,True
1703,tt1900908,klip,Klip,2012,,102,6664.0,False,tl,False
1704,tt1901024,dark crimes,True Crimes,2016,,92,21100.0,False,ca,False
1705,tt1925479,officer down,Officer Down,2013,,98,,False,en,True
1706,tt1928340,after the dark,nan,2013,,107,22003.0,False,en,True
1707,tt1930294,black rock,Black Rock,2012,,83,9000.0,False,sv,False
1708,tt1972646,eames: the architect & the painter,Eames: The Architect & The Painter,2011,,85,1085.0,True,en,True
1709,tt1993391,10 rules for sleeping around,nan,2013,,94,2902.0,False,en,True
1710,tt1996226,darling nikki,Darling Nikki,2019,,62,,False,af,False
1711,tt2005363,tekken: blood vengeance,nan,2011,,100,5438.0,False,nl,False
1712,tt2049543,synchronicity,Synchronicity,2015,,101,10682.0,False,en,True
